E_on,E_off,E_dt,E_sw,E_tot,Vds_pk,ov_pct,t_set,E_osc,Vgs_spur,Vgs_spur_hs,Vgs_spur_ls,margin,false_on,VBUS,ILOAD,VDRV,VNEG,NPU_LS,NPD_LS,NPU_HS,NPD_HS,DT,CLKEN,CLKDEL,RUNIT,TJ
5.310083367329869e-06,6.129045740719063e-07,1.5313249188487605e-06,5.922987941401776e-06,7.454312860250536e-06,123.484251,23.484251,4.235805000000009e-08,36.23122010892992,-1.617117471,-1.617117471,-1.9650535,3.0171174709999997,0,100,10,5,-2,2,8,8,8,25n,1,4n,8,25
3.89876583745555e-06,6.339282763580726e-07,1.2031137499747835e-06,4.5326941138136225e-06,5.735807863788406e-06,122.394731,22.394730999999993,4.935547000000015e-08,42.731861338511244,0.8475836000000072,0.8475836000000072,0.0559591971,0.5524163999999927,0,100,10,5,0,2,8,8,8,35n,0,4n,8,25
5.1527950794945974e-06,6.103718982579763e-07,2.518857298476989e-06,5.763166977752574e-06,8.282024276229562e-06,123.596472,23.596472000000002,4.880504000000014e-08,36.44739228484394,-1.164264936,-1.164264936,-1.95112359,2.564264936,0,100,10,5,-2,2,8,8,8,35n,0,4n,8,25
4.0077478765877615e-06,6.350175130225969e-07,1.1866148967610187e-06,4.642765389610358e-06,5.829380286371377e-06,122.110782,22.110782,3.462500000000011e-08,42.38296595232908,0.3868908999999974,0.3868908999999974,0.0125557305,1.0131091000000025,0,100,10,5,0,2,8,8,8,35n,1,4n,8,25
5.307741345291952e-06,6.141781305902395e-07,2.5044443092639827e-06,5.921919475882192e-06,8.426363785146176e-06,123.484251,23.484251,4.585536999999995e-08,36.00840469420338,-1.616846205,-1.616846205,-1.97591893,3.0168462050000002,0,100,10,5,-2,2,8,8,8,35n,1,4n,8,25
1.441366510476977e-05,4.860359926300582e-06,1.3942536898424164e-08,1.927402503107035e-05,1.9287967567968777e-05,142.276897,42.27689699999999,4.992828000000003e-08,78.02996031882748,4.767584800000002,4.767584800000002,4.62846969,-3.3675848000000017,1,100,10,5,0,3,2,8,1,5n,0,4n,8,25
5.339617726503847e-06,7.154677948294905e-07,1.2083833765930852e-07,6.055085521333337e-06,6.175923858992646e-06,144.857746,44.85774599999999,6.095513e-08,69.91393227870037,3.566849000000005,3.566849000000005,1.54976165,-2.166849000000005,1,100,10,5,-2,3,2,8,1,5n,0,4n,8,25
4.024725478514059e-06,9.076088734970667e-07,1.951458322080414e-08,4.932334352011126e-06,4.95184893523193e-06,162.290215,62.29021499999999,6.065255000000015e-08,76.36616527025646,1.3220759999999956,1.3220759999999956,1.02388434,0.07792400000000432,0,100,10,5,0,3,2,8,1,5n,1,4n,8,25
5.390719269469609e-06,6.462180780504081e-07,1.5758749641231358e-07,6.036937347520017e-06,6.194524843932331e-06,135.777401,35.777401,5.752500000000014e-08,62.9429654747789,-0.3732949999999988,-0.3732949999999988,-1.23531228,1.7732949999999987,0,100,10,5,-2,3,2,8,1,5n,1,4n,8,25
7.923913420675975e-06,1.1726816042850401e-06,5.799362990794204e-07,9.096595024961016e-06,9.676531324040436e-06,118.004335,18.004334999999998,4.796487000000005e-08,65.60371585779099,3.8201605,3.8201605,1.35468575,-2.4201605,1,100,10,5,0,3,2,8,1,10n,0,4n,8,25
4.432648331743362e-06,7.064339085061239e-07,5.381646873395327e-07,5.1390822402494855e-06,5.677246927589018e-06,118.682068,18.682068,4.808860999999999e-08,59.159512866409266,2.25154160000001,2.25154160000001,-1.48472057,-0.8515416000000102,1,100,10,5,-2,3,2,8,1,10n,0,4n,8,25
3.488307686871273e-06,6.293660838871472e-07,6.427061175039992e-07,4.1176737707584205e-06,4.760379888262419e-06,123.9682,23.968199999999996,4.537499999999997e-08,61.99754104379677,0.6638386999999994,0.6638386999999994,0.17370454,0.7361613000000005,0,100,10,5,0,3,2,8,1,10n,1,4n,8,25
4.88800612251113e-06,6.39842291801925e-07,6.856498555225871e-07,5.527848414313055e-06,6.213498269835642e-06,123.990973,23.990972999999993,5.105628000000004e-08,58.80913399737262,-1.405031096,-1.405031096,-1.82190571,2.805031096,0,100,10,5,-2,3,2,8,1,10n,1,4n,8,25
6.621414031392987e-06,1.1760721276187578e-06,4.5462353295466186e-07,7.797486159011745e-06,8.252109691966407e-06,120.96866,20.96866,4.122003999999998e-08,67.55174024157587,3.6347927000000055,3.6347927000000055,0.294147457,-2.2347927000000056,1,100,10,5,0,3,2,8,1,15n,0,4n,8,25
4.7133463700544554e-06,7.092148522593712e-07,3.556436975934493e-07,5.422561222313827e-06,5.778204919907276e-06,120.923481,20.923480999999995,3.465278000000009e-08,60.079910992276304,2.055362399999993,2.055362399999993,-1.82545863,-0.6553623999999929,1,100,10,5,-2,3,2,8,1,15n,0,4n,8,25
3.4855379564854727e-06,6.29587159504566e-07,6.472317656358564e-07,4.115125115990039e-06,4.762356881625895e-06,123.9682,23.968199999999996,4.8725000000000114e-08,63.093398668070606,0.7228226000000078,0.7228226000000078,0.110546492,0.6771773999999922,0,100,10,5,0,3,2,8,1,15n,1,4n,8,25
