E_on,E_off,E_dt,Vds_pk_off,ov_pct_off,E_sw,E_tot,Vds_pk,ov_pct,t_set,E_osc,Vgs_spur,Vgs_spur_hs,Vgs_spur_ls,margin,false_on,case,corner,NPU_LS,NPD_LS,NPD_HS,DT,CLKEN,VNEG
5.723298650022279e-06,1.0455664244079175e-06,7.16471522011612e-07,118.596488,18.596487999999994,6.768865074430197e-06,7.4853365964418085e-06,118.596488,18.596487999999994,4.381195000000005e-08,66.49968680590743,1.7428595999999885,1.7428595999999885,0.284107131,-0.06285959999998858,1,VTH_hi,100V_10A_25C,1,2,4,15n,0,0
7.024967960934595e-06,7.019277158721769e-07,7.51079795385288e-07,120.471656,20.471655999999996,7.726895676806772e-06,8.47797547219206e-06,120.471656,20.471655999999996,3.7606950000000084e-08,58.07103413745,-0.5949578999999972,-0.5949578999999972,-1.80564148,2.274957899999997,0,VTH_hi,100V_10A_25C,1,2,4,15n,0,-2
5.972944375561124e-06,6.334120879428435e-07,6.918587040791766e-07,124.003251,24.003251000000006,6.606356463503968e-06,7.298215167583144e-06,124.003251,24.003251000000006,4.542500000000008e-08,62.48366724980723,0.4377008000000018,0.4377008000000018,0.104105254,1.2422991999999982,0,VTH_hi,100V_10A_25C,1,2,4,15n,1,0
7.474075551014555e-06,6.510802699355787e-07,7.643530213219519e-07,123.420815,23.420815,8.125155820950133e-06,8.889508842272085e-06,123.420815,23.420815,4.1124999999999966e-08,57.94122410028095,-1.6646301999999995,-1.6646301999999995,-1.88163942,3.344630199999999,0,VTH_hi,100V_10A_25C,1,2,4,15n,1,-2
1.2773963869646295e-05,3.6722248847177607e-06,1.8133028738484666e-08,1.7962034,-98.2037966,1.6446188754364055e-05,1.646432178310254e-05,143.255971,43.25597099999999,5.277376000000005e-08,77.55874196026154,4.4515277,3.59235120000001,4.4515277,-2.7715277,1,VTH_hi,100V_10A_25C,1,2,1,5n,0,0
6.324669052199703e-06,7.054003182147376e-07,1.7267827748007162e-07,35.5623729,-64.4376271,7.030069370414441e-06,7.202747647894513e-06,134.092939,34.092939,5.755512000000013e-08,62.244884294663954,2.518035000000012,2.518035000000012,1.27816944,-0.8380350000000119,1,VTH_hi,100V_10A_25C,1,2,1,5n,0,-2
5.734777999194871e-06,6.969337651269435e-07,2.6800832887558566e-08,10.8829881,-89.1170119,6.431711764321815e-06,6.458512597209373e-06,154.310528,54.310528000000005,6.106237000000001e-08,77.19546799526015,1.3009100000000018,1.3009100000000018,1.04467046,0.37908999999999815,0,VTH_hi,100V_10A_25C,1,2,1,5n,1,0
7.181389461224824e-06,6.541029734255519e-07,2.0755046667783518e-07,46.7499824,-53.2500176,7.835492434650376e-06,8.04304290132821e-06,131.473082,31.473082000000005,5.432500000000011e-08,59.73813840889223,-0.41740400000000477,-0.41740400000000477,-1.25789095,2.0974040000000045,0,VTH_hi,100V_10A_25C,1,2,1,5n,1,-2
9.450363990605505e-06,1.0441923659469727e-06,6.136024201392522e-07,115.002273,15.002273000000002,1.0494556356552477e-05,1.110815877669173e-05,118.411964,18.411963999999998,4.387038000000004e-08,64.86453660043355,3.2704200000000014,3.2704200000000014,1.15324967,-1.5904200000000015,1,VTH_hi,100V_10A_25C,1,2,1,10n,0,0
7.032521731227731e-06,6.986184780359199e-07,5.45437519059809e-07,118.757191,18.757191000000006,7.731140209263651e-06,8.27657772832346e-06,119.942581,19.942581000000004,4.795536000000007e-08,58.01408562063763,1.8927090999999905,1.8927090999999905,-1.61667828,-0.21270909999999055,1,VTH_hi,100V_10A_25C,1,2,1,10n,0,-2
