dev,VBUS,ILOAD,TJ,NPU_LS,NPD_LS,NPD_HS,DT,CLKEN,VNEG,E_tot,ov_pct,margin,Vgs_spur_hs
1,200,2,125,2,8,4,15n,0,-2,9.78212299369355e-06,2.859282500000006,2.1531190000000002,-0.9031190000000002
1,50,2,25,4,8,8,25n,1,-2,9.684387333755322e-07,10.179629399999996,2.694039936,-1.294039936
1,100,10,25,4,8,8,25n,1,-2,6.633019904973716e-06,23.706173000000007,2.748907526,-1.3489075259999999
1,200,10,125,4,8,8,25n,1,-2,1.674400628159138e-05,6.066903499999995,2.621924000000007,-1.371924000000007
1,200,2,125,4,8,8,25n,1,-2,9.534702138203797e-06,2.8093879999999984,2.6489210000000014,-1.3989210000000014
1,50,2,25,8,2,8,25n,0,0,6.005300721440373e-07,6.1248073999999955,0.21151570000000008,1.1884842999999998
1,100,10,25,8,2,8,25n,0,0,4.467470148018381e-06,18.603513000000007,-0.2852318999999981,1.685231899999998
1,200,10,125,8,2,8,25n,0,0,1.3415651643977796e-05,8.391317999999998,-0.6824190000000101,1.93241900000001
1,200,2,125,8,2,8,25n,0,0,7.6142653897881335e-06,2.0904265000000066,-0.6680519999999888,1.9180519999999888
1,50,2,25,2,2,1,15n,1,0,9.137757879360631e-07,5.4860915999999955,0.947028100000002,0.4529718999999979
1,100,10,25,2,2,1,15n,1,0,5.2200535099600475e-06,24.064587000000003,0.9246243999999932,0.47537560000000667
1,200,10,125,2,2,1,15n,1,0,1.5631164371864566e-05,5.295329499999993,0.7339069999999879,0.5160930000000121
1,200,2,125,2,2,1,15n,1,0,7.856526640181106e-06,16.135352999999995,0.7326550000000225,0.5173449999999775
1,50,2,25,3,8,1,35n,0,-2,9.92584465079308e-07,12.386988200000005,0.8308052999999993,0.5691947000000006
1,100,10,25,3,8,1,35n,0,-2,7.242141501704234e-06,25.79478,0.32892410000000316,1.0710758999999968
1,200,10,125,3,8,1,35n,0,-2,1.6777059935562073e-05,6.962477500000006,-0.5200280000000106,1.7700280000000106
1,200,2,125,3,8,1,35n,0,-2,9.535638605827884e-06,3.344133999999997,0.03932289999999483,1.2106771000000052
1,50,2,25,6,8,4,35n,0,0,6.126248634888642e-07,6.717821200000003,-0.29902790999999995,1.6990279099999999
1,100,10,25,6,8,4,35n,0,0,4.612871569155126e-06,22.975761000000006,-0.6464106000000016,2.0464106000000015
1,200,10,125,6,8,4,35n,0,0,1.270384790159255e-05,6.196995000000002,-1.030727999999982,2.280727999999982
1,200,2,125,6,8,4,35n,0,0,7.723150865003862e-06,2.417044500000003,-1.0571020000000146,2.3071020000000146
1,50,2,25,8,2,8,5n,0,-2,5.188374544711237e-07,99.5271002,0.665378034,-0.5322884027
1,100,10,25,8,2,8,5n,0,-2,4.799378877961022e-06,28.029312000000004,0.6369560069999999,-0.09675000000000011
1,200,10,125,8,2,8,5n,0,-2,1.4931307451700475e-05,26.714509000000007,0.313274178,0.11430899999999156
1,200,2,125,8,2,8,5n,0,-2,7.257973217034878e-06,19.625267500000007,-1.02431006,-0.19819099999999423
1,50,2,25,8,8,8,5n,1,0,4.3980583504186365e-07,69.945437,0.7833242399999993,0.6166757600000006
1,100,10,25,8,8,8,5n,1,0,3.929869519130372e-06,22.142960000000002,0.5450971000000009,0.854902899999999
1,200,10,125,8,8,8,5n,1,0,0.00019330941488818624,172.586653,-1.8677639,3.1177639
1,200,2,125,8,8,8,5n,1,0,0.0001795755375551692,167.6571785,-1.5935701000000009,2.843570100000001
1,50,2,25,8,8,4,10n,0,-2,7.445605573349306e-07,5.583225999999996,1.559830012,-0.15983001200000002
1,100,10,25,8,8,4,10n,0,-2,4.9022961298384604e-06,23.907511,0.930301399999999,0.46969860000000097
1,200,10,125,8,8,4,10n,0,-2,1.5026479679164463e-05,6.3024209999999945,0.34818900000000497,0.901810999999995
1,200,2,125,8,8,4,10n,0,-2,8.922172489526672e-06,25.221908,0.5173470000000009,0.7326529999999991
1,50,2,25,3,8,1,10n,1,0,7.718565932181462e-07,7.944524999999999,0.8941933999999967,0.5058066000000032
1,100,10,25,3,8,1,10n,1,0,4.549406562368553e-06,22.658226,0.6857600000000033,0.7142399999999967
1,200,10,125,3,8,1,10n,1,0,1.441863776832115e-05,5.401893999999999,0.6464339999999993,0.6035660000000007
1,200,2,125,3,8,1,10n,1,0,7.81391751528552e-06,25.6583655,0.583261261,0.6573729999999784
1,50,2,25,3,8,1,15n,1,-2,1.0694469385401886e-06,8.287495800000002,2.588622191,-1.1886221909999999
1,100,10,25,3,8,1,15n,1,-2,5.81451385269902e-06,23.746947000000006,2.67222704,-1.27222704
1,200,10,125,3,8,1,15n,1,-2,1.7317118702694714e-05,6.087240499999994,2.5952520000000163,-1.3452520000000163
1,200,2,125,3,8,1,15n,1,-2,9.617951200552412e-06,2.8949604999999963,2.6043579999999906,-1.3543579999999906
1,50,2,25,2,8,8,15n,0,0,9.099245223197121e-07,5.842348599999993,0.6079206999999989,0.792079300000001
1,100,10,25,2,8,8,15n,0,0,5.050721569715507e-06,22.847848,0.6056804999999996,0.7943195000000003
1,200,10,125,2,8,8,15n,0,0,1.528682245646312e-05,5.776499000000001,0.4390769999999975,0.8109230000000025
1,200,2,125,2,8,8,15n,0,0,8.021725614476492e-06,4.444619000000003,0.41516199999998094,0.8348380000000191
1,50,2,25,6,8,1,25n,1,-2,8.012665658495883e-07,10.213896199999994,2.400026016,-1.000026016
1,100,10,25,6,8,1,25n,1,-2,6.130372589893512e-06,23.747009000000006,2.4196287999999995,-1.0196287999999996
1,200,10,125,6,8,1,25n,1,-2,1.577334841353976e-05,6.087965999999994,2.1639959999999974,-0.9139959999999974
1,200,2,125,6,8,1,25n,1,-2,9.339907307053558e-06,2.830648999999994,2.2104659999999967,-0.9604659999999967
1,50,2,25,3,8,8,25n,0,0,7.9351184677655e-07,6.0073838,0.5017268000000015,0.8982731999999984
1,100,10,25,3,8,8,25n,0,0,4.656575140226699e-06,22.847768000000002,0.36929910000000055,1.0307008999999994
1,200,10,125,3,8,8,25n,0,0,1.4068530826320875e-05,5.777371000000003,0.1678190000000086,1.0821809999999914
1,200,2,125,3,8,8,25n,0,0,7.87789747582147e-06,2.241166000000007,0.151992000000007,1.098007999999993
1,50,2,25,8,8,4,35n,1,-2,7.07085491515294e-07,10.193785399999996,2.429529099,-1.029529099
1,100,10,25,8,8,4,35n,1,-2,6.979274348725341e-06,23.722392999999997,2.4012082999999946,-1.0012082999999947
1,200,10,125,8,8,4,35n,1,-2,1.570135660054024e-05,6.077089000000001,2.098542000000009,-0.848542000000009
1,200,2,125,8,8,4,35n,1,-2,9.163725162253007e-06,2.8199354999999997,2.1540709999999876,-0.9040709999999876
1,50,2,25,6,8,8,35n,0,0,6.247273519066282e-07,6.007575399999994,0.28515077999999994,1.11484922
1,100,10,25,6,8,8,35n,0,0,4.685561559264662e-06,22.847685,-0.09341109999999597,1.4934110999999959
1,200,10,125,6,8,8,35n,0,0,1.2770421241579536e-05,5.778480500000001,-0.41623899999999026,1.6662389999999903
1,200,2,125,6,8,8,35n,0,0,7.615621054735321e-06,2.241129000000001,-0.410570000000007,1.660570000000007
1,50,2,25,6,2,8,5n,0,-2,6.104817390520544e-07,99.52748,0.665374803,-0.616247091
1,100,10,25,6,2,8,5n,0,-2,5.0072336640142744e-06,27.904757000000004,0.6441961319999999,-0.3466431000000014
1,200,10,125,6,2,8,5n,0,-2,1.5329356835083368e-05,26.715049500000006,0.31326953300000004,-0.2198449999999923
1,200,2,125,6,2,8,5n,0,-2,7.41734631580946e-06,19.625255499999994,-1.0243273199999998,-0.5149320000000159
1,50,2,25,8,8,1,10n,1,-2,6.889294247547511e-07,5.589585999999997,2.324218906,-0.924218906
1,100,10,25,8,8,1,10n,1,-2,5.105263392795921e-06,23.738184000000004,2.372164599999999,-0.9721645999999993
1,200,10,125,8,8,1,10n,1,-2,1.5466585395914466e-05,6.088020999999998,2.009713999999974,-0.759713999999974
1,200,2,125,8,8,1,10n,1,-2,8.723144979540222e-06,25.130102500000007,2.028800000000004,-0.7788000000000039
1,50,2,25,6,2,8,5n,1,0,6.145431254510789e-07,115.916754,0.6061840209999999,0.5751519199999997
1,100,10,25,6,2,8,5n,1,0,3.783377418217445e-06,56.15553800000001,0.5470324549999999,0.7589139999999972
