t_us,vout_closed,vout_open,iout,vin
242.3106,21.9127,52.4615,3.2745,100.000
242.6857,21.9548,52.4307,3.5919,100.000
243.0608,21.9755,52.3626,3.2155,100.000
243.4359,21.9975,52.3297,2.8390,100.000
243.8110,22.0190,52.2967,2.4625,100.000
244.1860,22.0727,52.2095,2.8435,100.000
244.5611,22.1148,52.1736,3.7394,100.000
244.9362,22.1354,52.1365,3.3603,100.000
245.3113,22.1569,52.0578,2.9809,100.000
245.6864,22.1790,52.0206,2.6016,100.000
246.0615,22.2324,51.9247,2.4146,100.000
246.4366,22.2532,51.8842,3.7243,100.000
246.8117,22.2951,51.8423,3.5062,100.000
247.1868,22.3159,51.7584,3.1241,100.000
247.5619,22.3385,51.7177,2.7418,100.000
247.9370,22.3593,51.6770,2.3597,100.000
248.3121,22.4127,51.5700,3.2994,100.000
248.6872,22.4546,51.5257,3.6571,100.000
249.0623,22.4753,51.4373,3.2721,100.000
249.4374,22.4974,51.3930,2.8870,100.000
249.8125,22.5190,51.3496,2.5020,100.000
250.1875,22.5724,51.2370,2.8782,100.000
250.5626,22.6148,51.1886,3.8118,100.000
250.9377,22.6356,51.1394,3.4242,100.000
251.3128,22.6570,51.0548,3.0362,100.000
251.6879,22.6791,51.0091,2.6483,100.000
252.0630,22.7329,50.8932,2.4640,100.000
252.4381,22.7539,50.8465,3.7650,100.000
252.8132,22.7966,50.7989,3.5795,100.000
253.1883,22.8176,50.7062,3.1887,100.000
253.5634,22.8402,50.6603,2.7979,100.000
253.9385,22.8612,50.6149,2.4073,100.000
254.3136,22.9149,50.4956,3.3527,100.000
254.6887,22.9571,50.4480,3.7202,100.000
255.0638,22.9777,50.3538,3.3267,100.000
255.4389,22.9996,50.3070,2.9330,100.000
255.8140,23.0211,50.2610,2.5394,100.000
256.1890,23.0748,50.1449,2.9256,100.000
256.5641,23.1175,50.0983,3.8848,100.000
256.9392,23.1383,50.0514,3.4885,100.000
257.3143,23.1599,49.9542,3.0919,100.000
257.6894,23.1822,49.9088,2.6954,100.000
258.0645,23.2354,49.7948,2.5020,100.000
258.4396,23.2562,49.7480,3.7943,100.000
258.8147,23.2982,49.7007,3.6317,100.000
259.1898,23.3190,49.6086,3.2324,100.000
259.5649,23.3415,49.5638,2.8330,100.000
259.9400,23.3622,49.5201,2.4338,100.000
260.3151,23.4147,49.4084,3.3744,100.000
260.6902,23.4575,49.3628,3.7804,100.000
261.0653,23.4779,49.2747,3.3783,100.000
261.4404,23.4991,49.2318,2.9761,100.000
261.8155,23.5201,49.1899,2.5740,100.000
262.1905,23.5724,49.0821,2.9447,100.000
262.5656,23.6164,49.0388,3.9430,100.000
262.9407,23.6369,48.9957,3.5382,100.000
263.3158,23.6577,48.9175,3.1332,100.000
263.6909,23.6787,48.8777,2.7282,100.000
264.0660,23.7315,48.7802,2.5434,100.000
264.4411,23.7521,48.7412,3.8270,100.000
264.8162,23.7959,48.7021,3.6943,100.000
265.1913,23.8165,48.6265,3.2864,100.000
265.5664,23.8378,48.5901,2.8786,100.000
265.9415,23.8585,48.5552,2.4709,100.000
266.3166,23.9117,48.4673,3.4110,100.000
266.6917,23.9544,48.4320,3.8552,100.000
267.0668,23.9750,48.3626,3.4446,100.000
267.4419,23.9967,48.3298,3.0339,100.000
267.8170,24.0182,48.2985,2.6233,100.000
268.1920,24.0718,48.2206,3.0082,100.000
268.5671,24.1146,48.1878,4.0199,100.000
268.9422,24.1353,48.1553,3.6065,100.000
269.3173,24.1567,48.1013,3.1929,100.000
269.6924,24.1787,48.0738,2.7794,100.000
270.0675,24.2317,48.0097,2.5912,100.000
270.4426,24.2524,47.9830,3.8660,100.000
270.8177,24.2961,47.9563,3.7582,100.000
271.1928,24.3167,47.9077,3.3419,100.000
271.5679,24.3382,47.8849,2.9254,100.000
271.9430,24.3589,47.8632,2.5092,100.000
272.3181,24.4122,47.8077,3.4497,100.000
272.6932,24.4546,47.7878,3.9235,100.000
273.0683,24.4753,47.7490,3.5044,100.000
273.4434,24.4971,47.7306,3.0851,100.000
273.8185,24.5186,47.7139,2.6659,100.000
274.1935,24.5706,47.6740,3.0394,100.000
274.5686,24.6183,47.6583,4.0896,100.000
274.9437,24.6389,47.6432,3.6677,100.000
275.3188,24.6591,47.6142,3.2456,100.000
275.6939,24.6789,47.6017,2.8235,100.000
276.0690,24.7315,47.5718,2.6377,100.000
276.4441,24.7522,47.5612,3.9038,100.000
276.8192,24.7983,47.5512,3.8273,100.000
277.1943,24.8188,47.5335,3.4024,100.000
277.5694,24.8392,47.5258,2.9774,100.000
277.9445,24.8599,47.5196,2.5526,100.000
278.3196,24.9127,47.5045,3.4921,100.000
278.6947,24.9581,47.4989,3.9937,100.000
279.0698,24.9788,47.4908,3.5660,100.000
279.4449,24.9995,47.4879,3.1381,100.000
279.8200,25.0203,47.4870,2.7103,100.000
280.1950,25.0730,47.4856,3.0826,100.000
280.5701,25.1188,47.4843,4.1607,100.000
280.9452,25.1396,47.4832,3.7301,100.000
281.3203,25.1602,47.4859,3.2994,100.000
281.6954,25.1808,47.4892,2.8687,100.000
282.0705,25.2330,47.5000,2.6762,100.000
282.4456,25.2535,47.5033,3.9335,100.000
282.8207,25.3000,47.5063,3.8853,100.000
283.1958,25.3203,47.5172,3.4518,100.000
283.5709,25.3401,47.5249,3.0182,100.000
283.9460,25.3607,47.5348,2.5849,100.000
284.3211,25.4133,47.5564,3.5250,100.000
284.6962,25.4589,47.5647,4.0632,100.000
285.0713,25.4796,47.5850,3.6269,100.000
285.4464,25.5005,47.5964,3.1905,100.000
285.8215,25.5214,47.6095,2.7542,100.000
286.1965,25.5744,47.6416,3.1307,100.000
286.5716,25.6197,47.6542,4.2361,100.000
286.9467,25.6412,47.6667,3.7970,100.000
287.3218,25.6620,47.6969,3.3576,100.000
287.6969,25.6829,47.7126,2.9184,100.000
288.0720,25.7362,47.7550,2.7153,100.000
288.4471,25.7570,47.7715,3.9640,100.000
288.8222,25.7987,47.7881,3.9533,100.000
289.1973,25.8195,47.8247,3.5111,100.000
289.5724,25.8418,47.8440,3.0690,100.000
289.9475,25.8629,47.8646,2.6271,100.000
290.3226,25.9163,47.9160,3.5636,100.000
290.6977,25.9581,47.9359,4.1232,100.000
291.0728,25.9787,47.9781,3.6783,100.000
291.4479,26.0007,48.0000,3.2333,100.000
291.8230,26.0225,48.0233,2.7884,100.000
292.1980,26.0753,48.0818,3.1499,100.000
292.5731,26.1114,48.1043,4.2920,100.000
292.9482,26.1374,48.1267,3.8444,100.000
293.3233,26.1587,48.1765,3.3965,100.000
293.6984,26.1810,48.2011,2.9488,100.000
294.0735,26.2344,48.2644,2.7580,100.000
294.4486,26.2552,48.2890,3.9979,100.000
294.8237,26.2974,48.3135,4.0276,100.000
295.1988,26.3184,48.3672,3.5769,100.000
295.5739,26.3412,48.3941,3.1262,100.000
295.9490,26.3625,48.4220,2.6757,100.000
296.3241,26.4157,48.4876,3.5974,100.000
296.6992,26.4572,48.5136,4.1894,100.000
297.0743,26.4777,48.5686,3.7360,100.000
297.4494,26.4998,48.5964,3.2824,100.000
297.8245,26.5217,48.6253,2.8290,100.000
298.1995,26.5753,48.6968,3.1979,100.000
298.5746,26.5996,48.7243,4.3689,100.000
298.9497,26.6360,48.7514,3.9127,100.000
299.3248,26.6578,48.8092,3.4563,100.000
299.6999,26.6816,48.8373,3.0000,100.000
300.0750,26.7352,48.9124,2.8013,100.000
300.4501,26.7560,48.9405,4.0325,100.000
300.8252,26.7955,48.9683,4.0858,100.000
301.2003,26.8164,49.0261,3.6266,100.000
301.5754,26.8399,49.0560,3.1673,100.000
301.9505,26.8616,49.0867,2.7083,100.000
302.3256,26.9156,49.1600,3.6391,100.000
302.7007,26.9545,49.1879,4.2524,100.000
303.0758,26.9750,49.2451,3.7904,100.000
303.4509,26.9978,49.2736,3.3283,100.000
303.8260,27.0207,49.3025,2.8663,100.000
304.2011,27.0738,49.3772,3.2331,100.000
304.5761,27.0944,49.4049,4.4276,100.000
304.9512,27.1327,49.4321,3.9626,100.000
305.3263,27.1542,49.4892,3.4976,100.000
305.7014,27.1778,49.5171,3.0328,100.000
306.0765,27.2317,49.5895,2.8282,100.000
306.4516,27.2524,49.6163,4.0509,100.000
306.8267,27.2912,49.6426,4.1541,100.000
307.2018,27.3122,49.6975,3.6863,100.000
307.5769,27.3362,49.7241,3.2186,100.000
307.9520,27.3584,49.7508,2.7511,100.000
308.3271,27.4132,49.8196,3.6848,100.000
308.7022,27.4516,49.8448,4.3327,100.000
309.0773,27.4724,49.8969,3.8621,100.000
309.4524,27.4956,49.9219,3.3915,100.000
309.8275,27.5193,49.9468,2.9210,100.000
310.2026,27.5739,50.0114,3.2831,100.000
310.5776,27.5943,50.0350,4.4951,100.000
310.9527,27.6306,50.0580,4.0304,100.000
311.3278,27.6525,50.1071,3.5569,100.000
311.7029,27.6777,50.1309,3.0835,100.000
312.0780,27.7317,50.1896,2.8775,100.000
312.4531,27.7521,50.2115,4.0914,100.000
312.8282,27.7896,50.2323,4.2017,100.000
313.2033,27.8103,50.2761,3.7254,100.000
313.5784,27.8340,50.2980,3.2492,100.000
313.9535,27.8560,50.3201,2.7732,100.000
314.3286,27.9099,50.3719,3.6972,100.000
314.7037,27.9461,50.3907,4.3894,100.000
315.0788,27.9667,50.4292,3.9104,100.000
315.4539,27.9900,50.4483,3.4313,100.000
315.8290,28.0144,50.4675,2.9523,100.000
316.2041,28.0687,50.5144,3.3224,100.000
316.5791,28.0893,50.5313,4.5274,100.000
316.9542,28.1278,50.5478,4.1057,100.000
317.3293,28.1499,50.5831,3.6237,100.000
317.7044,28.1746,50.5987,3.1418,100.000
318.0795,28.2292,50.6374,2.9344,100.000
318.4546,28.2499,50.6514,4.1396,100.000
318.8297,28.2876,50.6643,4.2735,100.000
319.2048,28.3083,50.6914,3.7888,100.000
319.5799,28.3322,50.7044,3.3040,100.000
319.9550,28.3545,50.7170,2.8195,100.000
320.3301,28.4085,50.7479,3.7405,100.000
320.7052,28.4460,50.7585,4.4606,100.000
321.0803,28.4666,50.7797,3.9730,100.000
321.4554,28.4895,50.7900,3.4854,100.000
321.8305,28.5133,50.8000,2.9979,100.000
322.2056,28.5677,50.8232,3.3554,100.000
322.5806,28.5882,50.8307,4.5518,100.000
322.9557,28.6261,50.8372,4.1665,100.000
323.3308,28.6481,50.8518,3.6760,100.000
323.7059,28.6729,50.8586,3.1856,100.000
324.0810,28.7285,50.8740,2.9845,100.000
324.4561,28.7495,50.8787,4.1809,100.000
324.8312,28.7874,50.8826,4.3560,100.000
325.2063,28.8086,50.8904,3.8627,100.000
325.5814,28.8327,50.8938,3.3693,100.000
325.9565,28.8556,50.8969,2.8763,100.000
326.3316,28.9091,50.9025,3.8046,100.000
326.7067,28.9571,50.9035,4.5452,100.000
327.0818,28.9779,50.9049,4.0490,100.000
327.4569,28.9978,50.9054,3.5527,100.000
327.8320,29.0178,50.9057,3.0566,100.000
328.2071,29.0700,50.9041,3.4071,100.000
328.5821,29.0906,50.9025,4.5946,100.000
328.9572,29.1395,50.9003,4.2190,100.000
329.3323,29.1587,50.8957,3.7199,100.000
329.7074,29.1767,50.8931,3.2208,100.000
330.0825,29.2296,50.8841,3.0194,100.000
330.4576,29.2501,50.8796,4.2071,100.000
330.8327,29.2962,50.8744,4.4039,100.000
331.2078,29.3165,50.8636,3.9020,100.000
331.5829,29.3362,50.8583,3.4001,100.000
331.9580,29.3564,50.8526,2.8985,100.000
332.3331,29.4082,50.8356,3.8161,100.000
332.7082,29.4565,50.8284,4.6022,100.000
333.0833,29.4769,50.8121,4.0975,100.000
333.4584,29.4960,50.8042,3.5926,100.000
333.8335,29.5152,50.7959,3.0881,100.000
334.2086,29.5672,50.7721,3.4353,100.000
334.5836,29.5877,50.7625,4.6142,100.000
334.9587,29.6358,50.7524,4.2782,100.000
335.3338,29.6551,50.7304,3.7706,100.000
335.7089,29.6735,50.7197,3.2631,100.000
336.0840,29.7257,50.6902,3.0552,100.000
336.4591,29.7461,50.6781,4.2342,100.000
336.8342,29.7952,50.6655,4.4811,100.000
337.2093,29.8153,50.6387,3.9707,100.000
337.5844,29.8336,50.6261,3.4602,100.000
337.9595,29.8537,50.6133,2.9501,100.000
338.3346,29.9087,50.5785,3.8672,100.000
338.7097,29.9489,50.5646,4.6783,100.000
339.0848,29.9697,50.5340,4.1650,100.000
339.4599,29.9924,50.5198,3.6517,100.000
339.8350,30.0157,50.5051,3.1386,100.000
340.2101,30.0704,50.4643,3.4967,100.000
340.5851,30.0911,50.4488,4.6668,100.000
340.9602,30.1304,50.4329,4.3593,100.000
341.3353,30.1524,50.4000,3.8431,100.000
341.7104,30.1766,50.3840,3.3270,100.000
342.0855,30.2309,50.3401,3.1100,100.000
342.4606,30.2514,50.3236,4.2802,100.000
342.8357,30.2894,50.3070,4.5274,100.000
343.2108,30.3099,50.2707,4.0084,100.000
343.5859,30.3329,50.2535,3.4894,100.000
343.9610,30.3549,50.2362,2.9707,100.000
344.3361,30.4073,50.1890,3.8798,100.000
344.7112,30.4480,50.1703,4.7254,100.000
345.0863,30.4682,50.1335,4.2036,100.000
345.4614,30.4897,50.1156,3.6817,100.000
345.8365,30.5116,50.0979,3.1601,100.000
346.2116,30.5648,50.0498,3.5064,100.000
346.5866,30.5851,50.0323,4.6680,100.000
346.9617,30.6246,50.0149,4.4122,100.000
347.3368,30.6462,49.9761,3.8875,100.000
347.7119,30.6699,49.9580,3.3630,100.000
348.0870,30.7223,49.9087,3.1498,100.000
348.4621,30.7429,49.8904,4.3114,100.000
348.8372,30.7920,49.8721,4.6147,100.000
349.2123,30.8123,49.8337,4.0872,100.000
349.5874,30.8314,49.8155,3.5597,100.000
349.9625,30.8517,49.7973,3.0326,100.000
350.3376,30.9056,49.7478,3.9504,100.000
350.7127,30.9458,49.7285,4.8106,100.000
351.0878,30.9666,49.6920,4.2803,100.000
351.4629,30.9890,49.6740,3.7498,100.000
351.8380,31.0120,49.6565,3.2197,100.000
352.2131,31.0660,49.6103,3.5753,100.000
352.5881,31.0865,49.5931,4.7281,100.000
352.9632,31.1261,49.5761,4.4742,100.000
353.3383,31.1477,49.5388,3.9410,100.000
353.7134,31.1712,49.5216,3.4078,100.000
354.0885,31.2254,49.4757,3.1928,100.000
354.4636,31.2461,49.4593,4.3456,100.000
354.8387,31.2865,49.4433,4.6804,100.000
355.2138,31.3075,49.4079,4.1443,100.000
355.5889,31.3303,49.3917,3.6082,100.000
355.9640,31.3526,49.3755,3.0725,100.000
356.3391,31.4070,49.3323,3.9859,100.000
356.7142,31.4473,49.3156,4.8903,100.000
357.0893,31.4683,49.2853,4.3513,100.000
357.4644,31.4904,49.2703,3.8123,100.000
357.8395,31.5132,49.2560,3.2736,100.000
358.2146,31.5684,49.2179,3.6155,100.000
358.5896,31.5890,49.2025,4.7595,100.000
358.9647,31.6291,49.1871,4.5441,100.000
359.3398,31.6505,49.1598,4.0022,100.000
359.7149,31.6732,49.1467,3.4605,100.000
360.0900,31.7286,49.1141,3.2444,100.000
360.4651,31.7493,49.1011,4.3884,100.000
360.8402,31.7890,49.0883,4.7431,100.000
361.2153,31.8099,49.0614,4.1984,100.000
361.5904,31.8328,49.0492,3.6537,100.000
361.9655,31.8550,49.0371,3.1095,100.000
362.3406,31.9090,49.0052,4.0251,100.000
362.7157,31.9505,48.9926,4.9461,100.000
363.0908,31.9711,48.9704,4.3986,100.000
363.4659,31.9925,48.9597,3.8510,100.000
363.8410,32.0142,48.9500,3.3037,100.000
364.2161,32.0686,48.9254,3.6432,100.000
364.5911,32.0890,48.9160,4.7786,100.000
364.9662,32.1285,48.9070,4.6029,100.000
365.3413,32.1501,48.8880,4.0524,100.000
365.7164,32.1736,48.8797,3.5022,100.000
366.0915,32.2280,48.8594,3.2846,100.000
366.4666,32.2487,48.8514,4.4199,100.000
366.8417,32.2882,48.8432,4.8111,100.000
367.2168,32.3092,48.8291,4.2578,100.000
367.5919,32.3325,48.8231,3.7046,100.000
367.9670,32.3552,48.8185,3.1518,100.000
368.3421,32.4087,48.8045,4.0637,100.000
368.7172,32.4503,48.7982,5.0231,100.000
369.0923,32.4712,48.7866,4.4670,100.000
369.4674,32.4932,48.7819,3.9109,100.000
369.8425,32.5157,48.7776,3.3550,100.000
370.2176,32.5692,48.7672,3.7002,100.000
370.5926,32.5897,48.7630,4.8267,100.000
370.9677,32.6308,48.7588,4.6628,100.000
371.3428,32.6520,48.7530,4.1038,100.000
371.7179,32.6744,48.7511,3.5449,100.000
372.0930,32.7276,48.7473,3.3199,100.000
372.4681,32.7479,48.7454,4.4465,100.000
372.8432,32.7885,48.7436,4.8641,100.000
373.2183,32.8091,48.7412,4.3023,100.000
373.5934,32.8312,48.7405,3.7406,100.000
373.9685,32.8529,48.7403,3.1793,100.000
374.3436,32.9059,48.7399,4.0892,100.000
374.7187,32.9448,48.7397,5.0892,100.000
375.0938,32.9681,48.7406,4.5247,100.000
375.4689,32.9899,48.7417,3.9600,100.000
375.8440,33.0123,48.7439,3.3957,100.000
376.2191,33.0655,48.7482,3.7321,100.000
376.5941,33.0859,48.7492,4.8500,100.000
376.9692,33.1272,48.7498,4.7276,100.000
377.3443,33.1484,48.7546,4.1601,100.000
377.7194,33.1707,48.7578,3.5928,100.000
378.0945,33.2240,48.7664,3.3650,100.000
378.4696,33.2444,48.7692,4.4829,100.000
378.8447,33.2856,48.7717,4.9375,100.000
379.2198,33.3063,48.7796,4.3672,100.000
379.5949,33.3286,48.7845,3.7969,100.000
379.9700,33.3505,48.7904,3.2271,100.000
380.3451,33.4039,48.8027,4.1382,100.000
380.7202,33.4341,48.8070,5.1692,100.000
381.0953,33.4669,48.8179,4.5961,100.000
381.4704,33.4894,48.8242,4.0229,100.000
381.8455,33.5125,48.8316,3.4500,100.000
382.2206,33.5658,48.8485,3.7955,100.000
382.5956,33.5864,48.8544,4.9046,100.000
382.9707,33.6279,48.8598,4.7932,100.000
383.3458,33.6494,48.8749,4.2172,100.000
383.7209,33.6721,48.8829,3.6413,100.000
384.0960,33.7254,48.9037,3.4209,100.000
384.4711,33.7460,48.9112,4.5301,100.000
384.8462,33.7875,48.9183,5.0126,100.000
385.2213,33.8085,48.9351,4.4337,100.000
385.5964,33.8312,48.9442,3.8549,100.000
385.9715,33.8534,48.9539,3.2765,100.000
386.3466,33.9058,48.9783,4.1769,100.000
386.7217,33.9301,48.9871,5.2196,100.000
387.0968,33.9673,49.0062,4.6379,100.000
387.4719,33.9893,49.0161,4.0562,100.000
387.8470,34.0120,49.0266,3.4748,100.000
388.2221,34.0643,49.0533,3.8092,100.000
388.5971,34.0847,49.0629,4.9098,100.000
388.9722,34.1262,49.0724,4.8640,100.000
389.3473,34.1476,49.0935,4.2794,100.000
389.7224,34.1704,49.1037,3.6950,100.000
390.0975,34.2238,49.1312,3.4634,100.000
390.4726,34.2445,49.1413,4.5638,100.000
390.8477,34.2858,49.1513,5.0787,100.000
391.2228,34.3068,49.1727,4.4913,100.000
391.5979,34.3294,49.1835,3.9039,100.000
391.9730,34.3516,49.1948,3.3170,100.000
392.3481,34.4045,49.2232,4.2210,100.000
392.7232,34.4249,49.2337,5.2971,100.000
393.0983,34.4665,49.2563,4.7067,100.000
393.4734,34.4885,49.2675,4.1164,100.000
393.8485,34.5112,49.2793,3.5264,100.000
394.2236,34.5641,49.3082,3.8638,100.000
394.5986,34.5846,49.3186,4.9556,100.000
394.9737,34.6260,49.3286,4.9235,100.000
395.3488,34.6474,49.3513,4.3304,100.000
395.7239,34.6702,49.3627,3.7374,100.000
396.0990,34.7235,49.3921,3.5102,100.000
396.4741,34.7441,49.4029,4.6018,100.000
396.8492,34.7854,49.4137,5.1460,100.000
397.2243,34.8064,49.4369,4.5500,100.000
397.5994,34.8287,49.4472,3.9541,100.000
397.9745,34.8507,49.4572,3.3587,100.000
398.3496,34.9033,49.4846,4.2508,100.000
398.7247,34.9233,49.4945,5.3342,100.000
399.0998,34.9645,49.5155,4.7576,100.000
399.4749,34.9863,49.5259,4.1588,100.000
399.8500,35.0089,49.5367,3.5604,100.000
400.2251,35.0615,49.5639,3.9033,100.000
400.6002,35.0820,49.5736,4.9864,100.000
400.9752,35.1235,49.5831,4.9903,100.000
401.3503,35.1449,49.6038,4.3887,100.000
401.7254,35.1676,49.6142,3.7872,100.000
402.1005,35.2211,49.6405,3.5591,100.000
402.4756,35.2416,49.6498,4.6421,100.000
402.8507,35.2828,49.6585,5.2075,100.000
403.2258,35.3035,49.6776,4.6030,100.000
403.6009,35.3256,49.6872,3.9986,100.000
403.9760,35.3475,49.6971,3.3947,100.000
404.3511,35.4001,49.7209,4.2835,100.000
404.7262,35.4201,49.7294,5.3582,100.000
405.1013,35.4603,49.7473,4.8214,100.000
405.4764,35.4823,49.7561,4.2141,100.000
405.8515,35.5056,49.7651,3.6072,100.000
406.2266,35.5586,49.7875,3.9435,100.000
406.6017,35.5791,49.7953,5.0180,100.000
406.9767,35.6196,49.8028,5.0624,100.000
407.3518,35.6414,49.8194,4.4523,100.000
407.7269,35.6647,49.8280,3.8423,100.000
408.1020,35.7192,49.8487,3.6097,100.000
408.4771,35.7399,49.8556,4.6839,100.000
408.8522,35.7800,49.8618,5.2808,100.000
409.2273,35.8010,49.8761,4.6678,100.000
409.6024,35.8238,49.8833,4.0549,100.000
409.9775,35.8465,49.8908,3.4424,100.000
410.3526,35.8995,49.9074,4.3344,100.000
410.7277,35.9197,49.9129,5.4004,100.000
411.1028,35.9599,49.9249,4.8896,100.000
411.4779,35.9822,49.9310,4.2738,100.000
411.8530,36.0056,49.9374,3.6583,100.000
412.2281,36.0587,49.9518,3.9867,100.000
412.6032,36.0791,49.9562,5.0524,100.000
412.9782,36.1194,49.9601,5.1232,100.000
413.3533,36.1412,49.9701,4.5045,100.000
413.7284,36.1647,49.9752,3.8860,100.000
414.1035,36.2193,49.9873,3.6611,100.000
414.4786,36.2402,49.9909,4.7266,100.000
414.8537,36.2809,49.9938,5.3615,100.000
415.2288,36.3022,50.0012,4.7399,100.000
415.6039,36.3256,50.0048,4.1184,100.000
415.9790,36.3489,50.0083,3.4974,100.000
416.3541,36.4022,50.0158,4.3882,100.000
416.7292,36.4225,50.0180,5.4454,100.000
417.1043,36.4636,50.0224,4.9624,100.000
417.4794,36.4862,50.0246,4.3380,100.000
417.8545,36.5100,50.0266,3.7138,100.000
418.2296,36.5635,50.0310,4.0509,100.000
418.6047,36.5841,50.0323,5.1077,100.000
418.9797,36.6248,50.0334,5.1896,100.000
419.3548,36.6465,50.0359,4.5622,100.000
419.7299,36.6696,50.0372,3.9351,100.000
420.1050,36.7240,50.0394,3.7019,100.000
420.4801,36.7447,50.0395,4.7585,100.000
420.8552,36.7851,50.0390,5.4201,100.000
421.2303,36.8062,50.0386,4.7899,100.000
421.6054,36.8291,50.0385,4.1598,100.000
421.9805,36.8520,50.0384,3.5301,100.000
422.3556,36.9046,50.0362,4.4136,100.000
422.7307,36.9247,50.0346,5.4621,100.000
423.1058,36.9654,50.0312,5.0192,100.000
423.4809,36.9878,50.0296,4.3861,100.000
423.8560,37.0114,50.0277,3.7534,100.000
424.2311,37.0646,50.0221,4.0875,100.000
424.6062,37.0851,50.0199,5.1355,100.000
424.9812,37.1257,50.0174,5.2531,100.000
425.3563,37.1475,50.0119,4.6172,100.000
425.7314,37.1710,50.0095,3.9815,100.000
426.1065,37.2250,50.0023,3.7489,100.000
426.4816,37.2457,49.9988,4.7968,100.000
426.8567,37.2859,49.9947,5.4912,100.000
427.2318,37.3071,49.9875,4.8524,100.000
427.6069,37.3303,49.9840,4.2137,100.000
427.9820,37.3536,49.9805,3.5755,100.000
428.3571,37.4060,49.9693,4.4616,100.000
428.7322,37.4260,49.9635,5.5013,100.000
429.1073,37.4663,49.9543,5.0747,100.000
429.4824,37.4886,49.9502,4.4331,100.000
429.8575,37.5120,49.9471,3.7918,100.000
430.2326,37.5640,49.9363,4.1106,100.000
430.6077,37.5839,49.9299,5.1500,100.000
430.9827,37.6234,49.9231,5.3001,100.000
431.3578,37.6447,49.9137,4.6557,100.000
431.7329,37.6676,49.9096,4.0115,100.000
432.1080,37.7207,49.8984,3.7820,100.000
432.4831,37.7411,49.8929,4.8213,100.000
432.8582,37.7824,49.8870,5.5488,100.000
433.2333,37.8033,49.8749,4.9015,100.000
433.6084,37.8256,49.8694,4.2543,100.000
433.9835,37.8480,49.8639,3.6077,100.000
434.3586,37.9005,49.8488,4.4978,100.000
434.7337,37.9209,49.8426,5.5290,100.000
435.1088,37.9631,49.8297,5.1516,100.000
435.4839,37.9855,49.8237,4.5015,100.000
435.8590,38.0090,49.8176,3.8517,100.000
436.2341,38.0618,49.8009,4.1787,100.000
436.6092,38.0824,49.7939,5.2093,100.000
436.9842,38.1241,49.7868,5.3888,100.000
437.3593,38.1459,49.7738,4.7358,100.000
437.7344,38.1691,49.7677,4.0830,100.000
438.1095,38.2224,49.7511,3.8436,100.000
438.4846,38.2431,49.7445,4.8741,100.000
438.8597,38.2841,49.7380,5.6194,100.000
439.2348,38.3052,49.7234,4.9636,100.000
439.6099,38.3278,49.7167,4.3078,100.000
439.9850,38.3506,49.7100,3.6526,100.000
440.3601,38.4027,49.6924,4.5424,100.000
440.7352,38.4230,49.6859,5.5647,100.000
441.1103,38.4650,49.6716,5.2102,100.000
441.4854,38.4871,49.6649,4.5515,100.000
441.8605,38.5103,49.6581,3.8932,100.000
442.2356,38.5626,49.6402,4.2140,100.000
442.6107,38.5829,49.6337,5.2359,100.000
442.9857,38.6241,49.6274,5.4400,100.000
443.3608,38.6454,49.6131,4.7784,100.000
443.7359,38.6680,49.6065,4.1171,100.000
444.1110,38.7206,49.5890,3.8712,100.000
444.4861,38.7410,49.5817,4.8930,100.000
444.8612,38.7816,49.5738,5.6842,100.000
445.2363,38.8024,49.5613,5.0198,100.000
445.6114,38.8249,49.5554,4.3555,100.000
445.9865,38.8477,49.5502,3.6918,100.000
446.3616,38.8993,49.5339,4.5720,100.000
446.7367,38.9192,49.5269,5.5857,100.000
447.1118,38.9596,49.5139,5.2651,100.000
447.4869,38.9820,49.5078,4.5979,100.000
447.8620,39.0058,49.5023,3.9312,100.000
448.2371,39.0584,49.4870,4.2578,100.000
448.6122,39.0787,49.4812,5.2711,100.000
448.9872,39.1190,49.4756,5.5129,100.000
449.3623,39.1405,49.4627,4.8428,100.000
449.7374,39.1635,49.4568,4.1730,100.000
450.1125,39.2175,49.4415,3.9286,100.000
450.4876,39.2380,49.4358,4.9416,100.000
450.8627,39.2781,49.4302,5.7575,100.000
451.2378,39.2991,49.4180,5.0846,100.000
451.6129,39.3220,49.4126,4.4119,100.000
451.9880,39.3454,49.4074,3.7396,100.000
452.3631,39.3974,49.3933,4.6158,100.000
452.7382,39.4175,49.3877,5.6208,100.000
453.1133,39.4582,49.3763,5.3396,100.000
453.4884,39.4809,49.3712,4.6639,100.000
453.8635,39.5049,49.3665,3.9886,100.000
454.2386,39.5581,49.3540,4.3067,100.000
454.6137,39.5786,49.3483,5.3113,100.000
454.9887,39.6192,49.3425,5.5899,100.000
455.3638,39.6411,49.3339,4.9112,100.000
455.7389,39.6646,49.3301,4.2329,100.000
456.1140,39.7186,49.3204,3.9793,100.000
456.4891,39.7392,49.3168,4.9836,100.000
456.8642,39.7785,49.3135,5.8267,100.000
457.2393,39.8000,49.3063,5.1453,100.000
457.6144,39.8230,49.3033,4.4639,100.000
457.9895,39.8464,49.3008,3.7831,100.000
458.3646,39.8986,49.2932,4.6618,100.000
458.7397,39.9187,49.2899,5.6581,100.000
459.1148,39.9594,49.2840,5.4016,100.000
459.4899,39.9820,49.2815,4.7173,100.000
459.8650,40.0060,49.2793,4.0335,100.000
460.2401,40.0587,49.2731,4.3456,100.000
