t_us,vout_closed,vout_open,iout,vin
24.0060,2.6531,47.0745,1.1522,100.000
24.3811,2.7413,48.7652,1.2588,100.000
24.7562,2.7624,49.3768,1.2116,100.000
25.1313,2.7835,50.8229,1.1638,100.000
25.5064,2.8048,51.4260,1.1155,100.000
25.8815,2.8250,52.0229,1.0667,100.000
26.2566,2.9024,53.6557,1.1771,100.000
26.6317,2.9203,54.2620,1.1272,100.000
27.0068,2.9385,54.8616,1.0768,100.000
27.3818,2.9567,56.1252,1.0260,100.000
27.7569,2.9747,56.7147,0.9748,100.000
28.1320,3.0408,58.2547,1.0861,100.000
28.5071,3.0555,58.8063,1.0339,100.000
28.8822,3.0705,59.3503,0.9813,100.000
29.2573,3.0855,60.6049,0.9284,100.000
29.6324,3.1007,61.1162,0.8751,100.000
30.0075,3.1147,61.6959,0.8214,100.000
30.3826,3.1678,63.0759,0.9447,100.000
30.7577,3.1799,63.5645,0.8903,100.000
31.1328,3.1919,64.6817,0.8355,100.000
31.5079,3.2078,65.1715,0.7806,100.000
31.8830,3.2241,65.6507,0.7254,100.000
32.2581,3.3045,66.9024,1.4099,100.000
32.6332,3.3293,67.3523,1.3530,100.000
33.0083,3.3547,67.7941,1.2955,100.000
33.3833,3.3779,68.8032,1.2374,100.000
33.7584,3.4016,69.2211,1.1789,100.000
34.1335,3.4761,70.3294,1.5892,100.000
34.5086,3.5270,70.7369,1.5290,100.000
34.8837,3.5542,71.1319,1.4682,100.000
35.2588,3.5800,71.9199,1.4067,100.000
35.6339,3.6057,72.2911,1.3446,100.000
36.0090,3.6307,72.7127,1.2815,100.000
36.3841,3.7277,73.6018,1.4974,100.000
36.7592,3.7518,73.9177,1.4332,100.000
37.1343,3.7755,74.6228,1.3685,100.000
37.5094,3.7999,74.9270,1.3031,100.000
37.8845,3.8234,75.2181,1.2373,100.000
38.2596,3.9139,75.9593,1.4698,100.000
38.6347,3.9359,76.2266,1.4025,100.000
39.0098,3.9582,76.4794,1.3347,100.000
39.3848,3.9808,76.9848,1.2663,100.000
39.7599,4.0040,77.2197,1.1975,100.000
40.1350,4.0897,77.7846,1.5524,100.000
40.5101,4.1177,77.9816,1.4821,100.000
40.8852,4.1415,78.1645,1.4111,100.000
41.2603,4.1644,78.5287,1.3397,100.000
41.6354,4.1884,78.6899,1.2677,100.000
42.0105,4.2116,78.8488,1.1948,100.000
42.3856,4.3057,79.1982,1.5627,100.000
42.7607,4.3301,79.3102,1.4886,100.000
43.1358,4.3539,79.5320,1.4139,100.000
43.5109,4.3781,79.6262,1.3387,100.000
43.8860,4.4019,79.7071,1.2630,100.000
44.2611,4.4964,79.8711,1.6091,100.000
44.6362,4.5202,79.9197,1.5318,100.000
45.0113,4.5443,79.9554,1.4539,100.000
45.3863,4.5678,80.0193,1.3755,100.000
45.7614,4.5920,80.0316,1.2966,100.000
46.1365,4.6761,80.0215,1.6578,100.000
46.5116,4.7092,80.0056,1.5773,100.000
46.8867,4.7333,79.9777,1.4963,100.000
47.2618,4.7565,79.8874,1.4147,100.000
47.6369,4.7808,79.8378,1.3326,100.000
48.0120,4.8043,79.7634,1.2496,100.000
48.3871,4.8974,79.5735,1.6266,100.000
48.7622,4.9214,79.4809,1.5424,100.000
49.1373,4.9447,79.2594,1.4576,100.000
49.5124,4.9687,79.1522,1.3723,100.000
49.8875,4.9923,79.0334,1.2866,100.000
50.2626,5.0846,78.6479,1.6732,100.000
50.6377,5.1082,78.4921,1.5858,100.000
51.0128,5.1319,78.3275,1.4978,100.000
51.3878,5.1551,78.0073,1.4094,100.000
51.7629,5.1791,77.8249,1.3205,100.000
52.1380,5.2458,77.3105,1.7398,100.000
52.5131,5.2954,77.1271,1.6492,100.000
52.8882,5.3195,76.9364,1.5581,100.000
53.2633,5.3428,76.3768,1.4665,100.000
53.6384,5.3672,76.1413,1.3744,100.000
54.0135,5.3920,75.8947,1.2812,100.000
54.3886,5.4850,75.3712,1.7184,100.000
54.7637,5.5094,75.1132,1.6241,100.000
55.1388,5.5329,74.4242,1.5292,100.000
55.5139,5.5572,74.1502,1.4339,100.000
55.8890,5.5811,73.8685,1.3381,100.000
56.2641,5.6753,73.2325,1.7706,100.000
56.6392,5.6992,72.9350,1.6731,100.000
57.0143,5.7233,72.6301,1.5750,100.000
57.3893,5.7466,71.8304,1.4765,100.000
57.7644,5.7708,71.4985,1.3774,100.000
58.1395,5.8304,70.8438,1.8190,100.000
58.5146,5.8876,70.4985,1.7235,100.000
58.8897,5.9116,70.1446,1.6222,100.000
59.2648,5.9345,69.2938,1.5205,100.000
59.6399,5.9586,68.9573,1.4182,100.000
60.0150,5.9832,68.4237,1.3149,100.000
60.3901,6.0732,67.7715,1.7590,100.000
60.7652,6.0965,67.4374,1.6547,100.000
61.1403,6.1190,66.4835,1.5498,100.000
61.5154,6.1425,66.1239,1.4444,100.000
61.8905,6.1657,65.7603,1.3387,100.000
62.2656,6.2575,64.9225,1.8318,100.000
62.6407,6.2811,64.5505,1.7243,100.000
63.0158,6.3048,64.1758,1.6163,100.000
63.3908,6.3275,63.1563,1.5078,100.000
63.7659,6.3514,62.7577,1.3989,100.000
64.1410,6.4103,61.9793,1.8472,100.000
64.5161,6.4671,61.5644,1.7925,100.000
64.8912,6.4911,61.1448,1.6813,100.000
65.2663,6.5140,60.1660,1.5696,100.000
65.6414,6.5378,59.7706,1.4575,100.000
66.0165,6.5640,59.1821,1.3442,100.000
66.3916,6.6516,58.4668,1.8290,100.000
66.7667,6.6747,58.0785,1.7148,100.000
67.1418,6.6971,57.0688,1.6000,100.000
67.5169,6.7203,56.6667,1.4848,100.000
67.8920,6.7435,56.2656,1.3692,100.000
68.2671,6.8344,55.4256,1.9075,100.000
68.6422,6.8579,55.0230,1.7902,100.000
69.0173,6.8815,54.6211,1.6723,100.000
69.3923,6.9043,53.6184,1.5539,100.000
69.7674,6.9281,53.2225,1.4352,100.000
70.1425,6.9872,52.4000,1.8877,100.000
70.5176,7.0431,52.0057,1.8621,100.000
70.8927,7.0670,51.6132,1.7410,100.000
71.2678,7.0899,50.6470,1.6195,100.000
71.6429,7.1137,50.2685,1.4975,100.000
72.0180,7.1451,49.7336,1.3763,100.000
72.3931,7.2271,49.0674,1.9047,100.000
72.7682,7.2502,48.6880,1.7806,100.000
73.1433,7.2728,47.8006,1.6560,100.000
73.5184,7.2958,47.4251,1.5309,100.000
73.8935,7.3188,47.0553,1.4055,100.000
74.2686,7.4079,46.3117,1.9632,100.000
74.6437,7.4307,45.9459,1.8361,100.000
75.0188,7.4537,45.5839,1.7084,100.000
75.3938,7.4758,44.7624,1.5802,100.000
75.7689,7.4989,44.4216,1.4517,100.000
76.1440,7.5561,43.7123,1.8861,100.000
76.5191,7.6098,43.3935,1.8970,100.000
76.8942,7.6327,43.0804,1.7663,100.000
77.2693,7.6546,42.2734,1.6351,100.000
77.6444,7.6778,41.9757,1.5035,100.000
78.0195,7.7101,41.5061,1.3769,100.000
78.3946,7.7896,41.0361,1.9784,100.000
78.7697,7.8128,40.7443,1.8446,100.000
79.1448,7.8356,40.0631,1.7103,100.000
79.5199,7.8583,39.7934,1.5757,100.000
79.8950,7.8813,39.5305,1.4407,100.000
80.2701,7.9706,38.9344,2.0473,100.000
80.6452,7.9936,38.6869,1.9106,100.000
81.0203,8.0167,38.4464,1.7732,100.000
81.3953,8.0390,37.8354,1.6354,100.000
81.7704,8.0623,37.5960,1.4973,100.000
82.1455,8.1201,37.1750,1.9459,100.000
82.5206,8.1737,36.9471,1.9741,100.000
82.8957,8.1967,36.7240,1.8337,100.000
83.2708,8.2188,36.1998,1.6928,100.000
83.6459,8.2420,36.0067,1.5516,100.000
84.0210,8.2787,35.7450,1.4308,100.000
84.3961,8.3528,35.4525,2.0402,100.000
84.7712,8.3757,35.2777,1.8968,100.000
85.1463,8.3981,34.8635,1.7529,100.000
85.5214,8.4206,34.7116,1.6086,100.000
85.8965,8.4434,34.5682,1.4640,100.000
86.2716,8.5312,34.2775,2.1139,100.000
86.6467,8.5540,34.1473,1.9675,100.000
87.0218,8.5769,34.0251,1.8206,100.000
87.3968,8.5990,33.7280,1.6732,100.000
87.7719,8.6220,33.6279,1.5255,100.000
88.1470,8.6793,33.4056,1.9711,100.000
88.5221,8.7324,33.3173,2.0402,100.000
88.8972,8.7553,33.2368,1.8903,100.000
89.2723,8.7774,33.0567,1.7399,100.000
89.6474,8.8003,32.9923,1.5891,100.000
90.0225,8.8352,32.9071,1.4545,100.000
90.3976,8.9092,32.8065,2.0976,100.000
90.7727,8.9315,32.7581,1.9447,100.000
91.1478,8.9536,32.6911,1.7913,100.000
91.5229,8.9756,32.6602,1.6375,100.000
91.8980,8.9981,32.6383,1.4834,100.000
92.2731,9.0841,32.6056,2.1761,100.000
92.6482,9.1065,32.6011,2.0203,100.000
93.0233,9.1290,32.6037,1.8639,100.000
93.3983,9.1509,32.6181,1.7071,100.000
93.7734,9.1736,32.6345,1.5500,100.000
94.1485,9.2300,32.6987,1.9859,100.000
94.5236,9.2818,32.7314,2.0957,100.000
94.8987,9.3043,32.7703,1.9363,100.000
95.2738,9.3261,32.8583,1.7765,100.000
95.6489,9.3488,32.9119,1.6164,100.000
96.0240,9.3881,33.0145,1.4880,100.000
96.3991,9.4575,33.1345,2.1796,100.000
96.7742,9.4802,33.2084,2.0173,100.000
97.1493,9.5027,33.3691,1.8545,100.000
97.5244,9.5250,33.4566,1.6913,100.000
97.8995,9.5475,33.5519,1.5279,100.000
98.2746,9.6325,33.7919,2.2438,100.000
98.6497,9.6547,33.8965,2.0785,100.000
99.0248,9.6768,34.0063,1.9128,100.000
99.3998,9.6987,34.2502,1.7466,100.000
99.7749,9.7213,34.3674,1.5802,100.000
100.1500,9.7783,34.6947,2.0190,100.000
100.5251,9.8286,34.8255,2.1657,100.000
100.9002,9.8512,34.9616,1.9970,100.000
101.2753,9.8736,35.2700,1.8278,100.000
101.6504,9.8961,35.4221,1.6584,100.000
102.0255,9.9389,35.6969,1.5330,100.000
102.4006,10.0033,35.9542,2.2402,100.000
102.7757,10.0257,36.1198,2.0686,100.000
103.1508,10.0479,36.4794,1.8964,100.000
103.5259,10.0700,36.6503,1.7239,100.000
103.9010,10.0923,36.8258,1.5512,100.000
104.2761,10.1753,37.2757,2.3007,100.000
104.6512,10.1970,37.4597,2.1262,100.000
105.0263,10.2187,37.6468,1.9511,100.000
105.4014,10.2402,38.0750,1.7757,100.000
105.7764,10.2623,38.2912,1.6000,100.000
106.1515,10.3184,38.7083,2.0271,100.000
106.5266,10.3674,38.9245,2.2204,100.000
106.9017,10.3895,39.1420,2.0425,100.000
107.2768,10.4117,39.5955,1.8641,100.000
107.6519,10.4339,39.8073,1.6855,100.000
108.0270,10.4786,40.1943,1.5582,100.000
108.4021,10.5389,40.5439,2.3010,100.000
108.7772,10.5610,40.7616,2.1201,100.000
109.1523,10.5831,41.2359,1.9388,100.000
109.5274,10.6053,41.4571,1.7572,100.000
109.9025,10.6275,41.6804,1.5753,100.000
110.2776,10.7101,42.2336,2.3818,100.000
110.6527,10.7320,42.4598,2.1981,100.000
111.0278,10.7540,42.6863,2.0139,100.000
111.4029,10.7759,43.1742,1.8293,100.000
111.7779,10.7979,43.4019,1.6445,100.000
112.1530,10.8542,43.9812,2.0668,100.000
112.5281,10.9016,44.2093,2.2757,100.000
112.9032,10.9234,44.4377,2.0886,100.000
113.2783,10.9453,44.9426,1.9011,100.000
113.6534,10.9672,45.1829,1.7133,100.000
114.0285,11.0129,45.6199,1.5830,100.000
114.4036,11.0713,45.9674,2.3680,100.000
114.7787,11.0933,46.2062,2.1780,100.000
115.1538,11.1153,46.7025,1.9876,100.000
115.5289,11.1373,46.9425,1.7969,100.000
115.9040,11.1592,47.1829,1.6060,100.000
116.2791,11.2398,47.7264,2.4406,100.000
116.6542,11.2618,47.9614,2.2478,100.000
117.0293,11.2833,48.1936,2.0545,100.000
117.4044,11.3051,48.6821,1.8609,100.000
117.7794,11.3268,48.9172,1.6670,100.000
118.1545,11.3828,49.4414,2.0952,100.000
118.5296,11.4293,49.6627,2.3394,100.000
118.9047,11.4509,49.8817,2.1433,100.000
119.2798,11.4730,50.3904,1.9468,100.000
119.6549,11.4948,50.6087,1.7500,100.000
120.0300,11.5380,51.0212,1.6006,100.000
120.4051,11.5971,51.3082,2.4291,100.000
120.7802,11.6187,51.5187,2.2301,100.000
121.1553,11.6405,51.9948,2.0307,100.000
121.5304,11.6628,52.1929,1.8310,100.000
121.9055,11.6847,52.3882,1.6311,100.000
122.2806,11.7588,52.8757,2.5297,100.000
122.6557,11.7881,53.0652,2.3279,100.000
123.0308,11.8100,53.2698,2.1256,100.000
123.4059,11.8323,53.6904,1.9230,100.000
123.7809,11.8542,53.8717,1.7201,100.000
124.1560,11.9107,54.3143,2.1466,100.000
124.5311,11.9579,54.4893,2.4145,100.000
124.9062,11.9797,54.6609,2.2093,100.000
125.2813,12.0016,55.0548,2.0038,100.000
125.6564,12.0234,55.2202,1.7980,100.000
126.0315,12.0689,55.5513,1.6500,100.000
126.4066,12.1259,55.7719,2.4946,100.000
126.7817,12.1474,55.9250,2.2866,100.000
127.1568,12.1688,56.2794,2.0782,100.000
127.5319,12.1905,56.4366,1.8694,100.000
127.9070,12.2121,56.5909,1.6606,100.000
128.2821,12.2786,56.8836,2.5806,100.000
128.6572,12.3135,57.0267,2.3698,100.000
129.0323,12.3347,57.1679,2.1585,100.000
129.4074,12.3560,57.4596,1.9469,100.000
129.7824,12.3775,57.5877,1.7351,100.000
130.1575,12.4347,57.8549,2.1488,100.000
130.5326,12.4759,57.9735,2.4597,100.000
130.9077,12.4971,58.0857,2.2456,100.000
131.2828,12.5194,58.3142,2.0311,100.000
131.6579,12.5421,58.4193,1.8165,100.000
132.0330,12.5922,58.6174,1.6713,100.000
132.4081,12.6415,58.7389,2.5713,100.000
132.7832,12.6632,58.8258,2.3544,100.000
133.1583,12.6851,58.9993,2.1371,100.000
133.5334,12.7093,59.0795,1.9195,100.000
133.9085,12.7315,59.1557,1.7017,100.000
134.2836,12.7900,59.3200,2.6681,100.000
134.6587,12.8311,59.3825,2.4500,100.000
135.0338,12.8529,59.4408,2.2298,100.000
135.4089,12.8769,59.5573,2.0093,100.000
135.7839,12.8989,59.6086,1.7886,100.000
136.1590,12.9569,59.7156,2.2059,100.000
136.5341,12.9977,59.7540,2.5318,100.000
136.9092,13.0191,59.7869,2.3088,100.000
137.2843,13.0414,59.8518,2.0854,100.000
137.6594,13.0643,59.8776,1.8618,100.000
138.0345,13.1149,59.9222,1.7108,100.000
138.4096,13.1624,59.9414,2.6256,100.000
138.7847,13.1836,59.9506,2.3998,100.000
139.1598,13.2050,59.9625,2.1735,100.000
139.5349,13.2288,59.9659,1.9471,100.000
139.9100,13.2500,59.9656,1.7205,100.000
140.2851,13.3047,59.9479,2.7008,100.000
140.6602,13.3510,59.9314,2.4982,100.000
141.0353,13.3722,59.9107,2.2692,100.000
141.4104,13.3932,59.8762,2.0398,100.000
141.7854,13.4146,59.8535,1.8104,100.000
142.1605,13.4719,59.7835,2.2193,100.000
142.5356,13.5128,59.7470,2.5973,100.000
142.9107,13.5341,59.7050,2.3655,100.000
143.2858,13.5563,59.6226,2.1333,100.000
143.6609,13.5791,59.5783,1.9009,100.000
144.0360,13.6298,59.4585,1.7503,100.000
144.4111,13.6811,59.3933,2.7106,100.000
144.7862,13.7026,59.3313,2.4759,100.000
145.1613,13.7241,59.2121,2.2409,100.000
145.5364,13.7456,59.1478,2.0055,100.000
145.9115,13.7670,59.0806,1.7701,100.000
146.2866,13.8216,58.8953,2.7465,100.000
146.6617,13.8695,58.8177,2.5671,100.000
147.0368,13.8907,58.7334,2.3292,100.000
147.4119,13.9109,58.5743,2.0910,100.000
147.7869,13.9322,58.4900,1.8527,100.000
148.1620,13.9874,58.2612,2.2631,100.000
148.5371,14.0321,58.1669,2.6537,100.000
148.9122,14.0529,58.0691,2.4130,100.000
149.2873,14.0740,57.8757,2.1720,100.000
149.6624,14.0953,57.7761,1.9308,100.000
150.0375,14.1479,57.5326,1.7759,100.000
150.4126,14.1935,57.4031,2.7726,100.000
150.7877,14.2148,57.2957,2.5291,100.000
151.1628,14.2363,57.0633,2.2852,100.000
151.5379,14.2598,56.9507,2.0411,100.000
151.9130,14.2811,56.8365,1.7969,100.000
152.2881,14.3355,56.5493,2.7755,100.000
152.6632,14.3825,56.4344,2.6279,100.000
153.0383,14.4036,56.2958,2.3812,100.000
153.4134,14.4243,56.0357,2.1342,100.000
153.7884,14.4456,55.9137,1.8871,100.000
154.1635,14.5013,55.6130,2.3016,100.000
154.5386,14.5446,55.4917,2.7271,100.000
154.9137,14.5656,55.3695,2.4776,100.000
155.2888,14.5873,55.0547,2.2278,100.000
155.6639,14.6089,54.9283,1.9778,100.000
156.0390,14.6586,54.6272,1.8158,100.000
156.4141,14.7095,54.4875,2.8240,100.000
156.7892,14.7302,54.3596,2.5718,100.000
157.1643,14.7507,54.0332,2.3192,100.000
157.5394,14.7706,53.9039,2.0663,100.000
157.9145,14.7917,53.7734,1.8134,100.000
158.2896,14.8453,53.4459,2.7959,100.000
158.6647,14.8944,53.3148,2.7038,100.000
159.0398,14.9159,53.1375,2.4484,100.000
159.4149,14.9362,52.8579,2.1926,100.000
159.7899,14.9576,52.7256,1.9368,100.000
160.1650,15.0119,52.3918,2.3401,100.000
160.5401,15.0589,52.2599,2.7994,100.000
160.9152,15.0799,52.1287,2.5411,100.000
161.2903,15.1007,51.8081,2.2825,100.000
161.6654,15.1216,51.6764,2.0238,100.000
162.0405,15.1771,51.3556,1.8682,100.000
162.4156,15.2171,51.2159,2.8948,100.000
162.7907,15.2379,51.0864,2.6338,100.000
163.1658,15.2589,50.7753,2.3724,100.000
163.5409,15.2835,50.6464,2.1108,100.000
163.9160,15.3048,50.5181,1.8492,100.000
164.2911,15.3604,50.2002,2.8283,100.000
164.6662,15.4032,50.0764,2.7596,100.000
165.0413,15.4245,49.9242,2.4954,100.000
165.4164,15.4476,49.6494,2.2309,100.000
165.7914,15.4691,49.5277,1.9663,100.000
166.1665,15.5263,49.2232,2.3762,100.000
166.5416,15.5641,49.1054,2.8568,100.000
166.9167,15.5850,48.9895,2.5898,100.000
167.2918,15.6074,48.7009,2.3225,100.000
167.6669,15.6313,48.5851,2.0550,100.000
168.0420,15.6853,48.3117,1.9013,100.000
168.4171,15.7291,48.1946,2.9743,100.000
168.7922,15.7501,48.0861,2.7045,100.000
169.1673,15.7713,47.8121,2.4344,100.000
169.5424,15.7940,47.7056,2.1640,100.000
169.9175,15.8151,47.6003,1.8937,100.000
170.2926,15.8697,47.3447,2.8604,100.000
170.6677,15.9118,47.2438,2.8052,100.000
171.0428,15.9325,47.0962,2.5323,100.000
171.4179,15.9549,46.8985,2.2591,100.000
171.7929,15.9759,46.8019,1.9859,100.000
172.1680,16.0300,46.5738,2.3840,100.000
172.5431,16.0721,46.4796,2.9165,100.000
172.9182,16.0928,46.3874,2.6408,100.000
173.2933,16.1144,46.1780,2.3649,100.000
173.6684,16.1362,46.0923,2.0888,100.000
174.0435,16.1896,45.8852,1.9268,100.000
174.4186,16.2334,45.7981,3.0455,100.000
174.7937,16.2544,45.7161,2.7671,100.000
175.1688,16.2757,45.5500,2.4883,100.000
175.5439,16.2984,45.4740,2.2094,100.000
175.9190,16.3198,45.4007,1.9304,100.000
176.2941,16.3755,45.2136,2.9043,100.000
176.6692,16.4189,45.1393,2.8966,100.000
177.0443,16.4403,45.0559,2.6150,100.000
177.4194,16.4633,44.9534,2.3332,100.000
177.7944,16.4849,44.8897,2.0512,100.000
178.1695,16.5405,44.7394,2.4618,100.000
178.5446,16.5832,44.6811,2.9944,100.000
178.9197,16.6041,44.6248,2.7100,100.000
179.2948,16.6258,44.5269,2.4253,100.000
179.6699,16.6478,44.4776,2.1405,100.000
180.0450,16.7023,44.3657,1.9875,100.000
180.4201,16.7457,44.3215,3.1139,100.000
180.7952,16.7666,44.2801,2.8267,100.000
181.1703,16.7877,44.2039,2.5392,100.000
181.5454,16.8104,44.1684,2.2515,100.000
181.9205,16.8316,44.1363,1.9638,100.000
182.2956,16.8864,44.0595,2.9364,100.000
182.6707,16.9294,44.0301,2.9476,100.000
183.0458,16.9505,43.9938,2.6572,100.000
183.4209,16.9730,43.9610,2.3666,100.000
183.7959,16.9942,43.9415,2.0760,100.000
184.1710,17.0486,43.8995,2.4788,100.000
184.5461,17.0911,43.8854,3.0510,100.000
184.9212,17.1116,43.8734,2.7579,100.000
185.2963,17.1329,43.8560,2.4645,100.000
185.6714,17.1545,43.8495,2.1710,100.000
186.0465,17.2101,43.8430,2.0019,100.000
186.4216,17.2481,43.8426,3.1810,100.000
186.7967,17.2688,43.8443,2.8852,100.000
187.1718,17.2899,43.8526,2.5890,100.000
187.5469,17.3152,43.8595,2.2927,100.000
187.9220,17.3361,43.8701,1.9963,100.000
188.2971,17.3889,43.8993,2.9541,100.000
188.6722,17.4348,43.9124,2.9983,100.000
189.0473,17.4554,43.9363,2.6993,100.000
189.4224,17.4756,43.9626,2.4002,100.000
189.7974,17.4965,43.9841,2.1010,100.000
190.1725,17.5536,44.0449,2.5017,100.000
190.5476,17.5898,44.0699,3.1320,100.000
190.9227,17.6107,44.0966,2.8303,100.000
191.2978,17.6332,44.1566,2.5283,100.000
191.6729,17.6583,44.1895,2.2262,100.000
192.0480,17.7111,44.2757,2.0541,100.000
192.4231,17.7573,44.3121,3.2506,100.000
192.7982,17.7780,44.3493,2.9462,100.000
193.1733,17.7987,44.4307,2.6414,100.000
193.5484,17.8195,44.4734,2.3364,100.000
193.9235,17.8410,44.5189,2.0315,100.000
194.2986,17.8977,44.6309,2.9926,100.000
194.6737,17.9330,44.6777,3.0702,100.000
195.0488,17.9540,44.7685,2.7626,100.000
195.4239,17.9784,44.8286,2.4548,100.000
195.7989,18.0020,44.8811,2.1470,100.000
196.1740,18.0594,45.0170,2.5528,100.000
196.5491,18.0952,45.0707,3.2042,100.000
196.9242,18.1162,45.1260,2.8938,100.000
197.2993,18.1389,45.2552,2.5832,100.000
197.6744,18.1645,45.3118,2.2724,100.000
198.0495,18.2215,45.4638,2.1025,100.000
198.4246,18.2571,45.5259,3.3187,100.000
198.7997,18.2778,45.5883,3.0056,100.000
199.1748,18.2988,45.7246,2.6921,100.000
199.5499,18.3248,45.7918,2.3785,100.000
199.9250,18.3467,45.8609,2.0649,100.000
200.3001,18.4026,46.0263,3.0198,100.000
200.6752,18.4373,46.0957,3.1220,100.000
201.0503,18.4579,46.2273,2.8058,100.000
201.4254,18.4817,46.3100,2.4893,100.000
201.8005,18.5049,46.3854,2.1729,100.000
202.1755,18.5612,46.5612,2.5626,100.000
202.5506,18.5967,46.6328,3.2601,100.000
202.9257,18.6174,46.7049,2.9411,100.000
203.3008,18.6397,46.8720,2.6219,100.000
203.6759,18.6650,46.9424,2.3026,100.000
204.0510,18.7214,47.1313,2.1323,100.000
204.4261,18.7537,47.2041,3.4031,100.000
204.8012,18.7795,47.2776,3.0814,100.000
205.1763,18.8009,47.4510,2.7594,100.000
205.5514,18.8271,47.5271,2.4372,100.000
205.9265,18.8488,47.6038,2.1150,100.000
206.3016,18.9038,47.7913,3.0803,100.000
206.6767,18.9467,47.8699,3.2124,100.000
207.0518,18.9679,48.0198,2.8875,100.000
207.4269,18.9905,48.1043,2.5625,100.000
207.8020,19.0120,48.1827,2.2374,100.000
208.1770,19.0647,48.3831,2.6387,100.000
208.5521,19.1116,48.4577,3.3229,100.000
208.9272,19.1321,48.5326,2.9953,100.000
209.3023,19.1520,48.7043,2.6673,100.000
209.6774,19.1720,48.7778,2.3394,100.000
210.0525,19.2244,48.9711,2.1737,100.000
210.4276,19.2612,49.0447,3.4606,100.000
210.8027,19.2924,49.1182,3.1302,100.000
211.1778,19.3128,49.2864,2.7995,100.000
211.5529,19.3326,49.3583,2.4687,100.000
211.9280,19.3533,49.4294,2.1379,100.000
212.3031,19.4070,49.6170,3.0884,100.000
212.6782,19.4485,49.6878,3.2535,100.000
213.0533,19.4690,49.8429,2.9200,100.000
213.4284,19.4909,49.9201,2.5864,100.000
213.8035,19.5121,49.9879,2.2528,100.000
214.1785,19.5656,50.1659,2.6397,100.000
214.5536,19.6078,50.2331,3.3964,100.000
214.9287,19.6285,50.2999,3.0603,100.000
215.3038,19.6500,50.4551,2.7238,100.000
215.6789,19.6720,50.5219,2.3873,100.000
216.0540,19.7257,50.6804,2.2124,100.000
216.4291,19.7471,50.7447,3.5290,100.000
216.8042,19.7882,50.8079,3.1900,100.000
217.1793,19.8090,50.9517,2.8508,100.000
217.5544,19.8314,51.0108,2.5114,100.000
217.9295,19.8521,51.0683,2.1721,100.000
218.3046,19.9045,51.2200,3.1222,100.000
218.6797,19.9510,51.2767,3.3267,100.000
219.0548,19.9716,51.4027,2.9847,100.000
219.4299,19.9915,51.4608,2.6425,100.000
219.8050,20.0121,51.5126,2.3003,100.000
220.1800,20.0669,51.6486,2.6920,100.000
220.5551,20.1085,51.6991,3.4739,100.000
220.9302,20.1295,51.7490,3.1291,100.000
221.3053,20.1514,51.8639,2.7841,100.000
221.6804,20.1740,51.9100,2.4390,100.000
222.0555,20.2288,52.0267,2.2722,100.000
222.4306,20.2501,52.0716,3.6101,100.000
222.8057,20.2923,52.1149,3.2658,100.000
223.1808,20.3134,52.2055,2.9179,100.000
223.5559,20.3363,52.2483,2.5699,100.000
223.9310,20.3572,52.2904,2.2220,100.000
224.3061,20.4114,52.3849,3.1677,100.000
224.6812,20.4533,52.4210,3.3922,100.000
225.0563,20.4740,52.4972,3.0415,100.000
225.4314,20.4959,52.5335,2.6907,100.000
225.8065,20.5172,52.5658,2.3399,100.000
226.1815,20.5705,52.6411,2.7225,100.000
226.5566,20.6129,52.6698,3.5227,100.000
226.9317,20.6332,52.6959,3.1693,100.000
227.3068,20.6540,52.7504,2.8156,100.000
227.6819,20.6751,52.7757,2.4620,100.000
228.0570,20.7283,52.8363,2.2798,100.000
228.4321,20.7488,52.8571,3.6159,100.000
228.8072,20.7910,52.8756,3.3060,100.000
229.1823,20.8114,52.9113,2.9496,100.000
229.5574,20.8327,52.9295,2.5931,100.000
229.9325,20.8533,52.9468,2.2367,100.000
230.3076,20.9072,52.9832,3.1799,100.000
230.6827,20.9500,52.9939,3.4644,100.000
231.0578,20.9708,53.0126,3.1052,100.000
231.4329,20.9924,53.0223,2.7459,100.000
231.8080,21.0136,53.0309,2.3866,100.000
232.1830,21.0694,53.0462,2.7651,100.000
232.5581,21.1083,53.0490,3.6078,100.000
232.9332,21.1291,53.0497,3.2459,100.000
233.3083,21.1512,53.0520,2.8837,100.000
233.6834,21.1750,53.0528,2.5215,100.000
234.0585,21.2288,53.0490,2.3404,100.000
234.4336,21.2496,53.0437,3.6676,100.000
234.8087,21.2914,53.0356,3.3742,100.000
235.1838,21.3121,53.0214,3.0092,100.000
235.5589,21.3342,53.0144,2.6442,100.000
235.9340,21.3549,53.0073,2.2792,100.000
236.3091,21.4079,52.9825,3.2269,100.000
236.6842,21.4518,52.9690,3.5239,100.000
237.0593,21.4724,52.9388,3.1561,100.000
237.4344,21.4937,52.9243,2.7882,100.000
237.8095,21.5147,52.9090,2.4204,100.000
238.1845,21.5679,52.8642,2.8035,100.000
238.5596,21.6129,52.8446,3.6799,100.000
238.9347,21.6338,52.8234,3.3094,100.000
239.3098,21.6550,52.7809,2.9386,100.000
239.6849,21.6763,52.7593,2.5678,100.000
240.0600,21.7307,52.7015,2.3920,100.000
240.4351,21.7518,52.6763,3.7104,100.000
240.8102,21.7936,52.6496,3.4516,100.000
241.1853,21.8147,52.5922,3.0780,100.000
241.5604,21.8377,52.5651,2.7043,100.000
241.9355,21.8587,52.5372,2.3308,100.000
