E_on,E_off,E_dt,Vds_pk_off,ov_pct_off,E_sw,E_tot,Vds_pk,ov_pct,t_set,E_osc,Vgs_spur,Vgs_spur_hs,Vgs_spur_ls,margin,false_on,VBUS,ILOAD,VDRV,VNEG,NPU_LS,NPD_LS,NPU_HS,NPD_HS,DT,CLKEN,CLKDEL,RUNIT,TJ,corner
4.338106765935506e-07,2.1490722838872598e-07,2.0652073743019615e-07,30.4741528,-39.0516944,6.487179049822765e-07,8.552386424124727e-07,64.7947252,29.589450400000004,4.8755000000000095e-08,15.081160784199481,-0.8511742600000005,-0.8511742600000005,-1.17037814,2.1761742600000007,0,50,2,5,-2,8,2,8,8,10n,0,4n,8,75,50V_2A_75C
2.2462918632701195e-07,2.1079124069179533e-07,2.3506182875941438e-07,52.9106113,5.821222599999999,4.354204270188073e-07,6.704822557782217e-07,52.9106113,5.821222599999999,1.5523470000000116e-08,11.716313513075674,0.7241532399999997,0.7241532399999997,0.00478683804,0.6008467600000003,0,50,2,5,0,8,8,8,1,15n,1,4n,8,75,50V_2A_75C
2.314960349415254e-07,2.3511749487417121e-07,7.07626965692874e-08,11.169728,-77.660544,4.666135298156966e-07,5.37376226384984e-07,86.0890513,72.17810259999999,5.619565000000009e-08,22.24607591493711,0.6130442800000004,0.6130442800000004,0.267430068,0.7119557199999995,0,50,2,5,0,8,8,8,8,5n,1,4n,8,75,50V_2A_75C
5.305969557431491e-07,2.1490715611386284e-07,2.0647107629108058e-07,30.4738541,-39.0522918,7.455041118570119e-07,9.519751881480925e-07,64.795006,29.590012,4.8755000000000095e-08,15.081240946956388,-0.9585227000000014,-0.9585227000000014,-1.17036867,2.2835227000000016,0,50,2,5,-2,6,2,8,8,10n,0,4n,8,75,50V_2A_75C
6.611029609389391e-07,2.1490701745812133e-07,2.0646777427068298e-07,30.4732801,-39.0534398,8.760099783970605e-07,1.0824777526677436e-06,64.795546,29.591092000000003,4.8755000000000095e-08,15.081395472088538,-1.123399199999998,-1.123399199999998,-1.17035039,2.448399199999998,0,50,2,5,-2,4,2,8,8,10n,0,4n,8,75,50V_2A_75C
7.515689272116602e-07,2.149068918473015e-07,2.0646475298288913e-07,30.4727542,-39.0544916,9.664758190589616e-07,1.1729405720418507e-06,64.7960418,29.592083599999995,4.8755000000000095e-08,15.081537977887258,-1.17033351,-1.227535657,-1.17033351,2.49533351,0,50,2,5,-2,3,2,8,8,10n,0,4n,8,75,50V_2A_75C
8.85650645730186e-07,2.1490667560139198e-07,2.0645946171352365e-07,30.4718316,-39.0563368,1.100557321331578e-06,1.3070167830451017e-06,64.7969145,29.593829,4.8755000000000095e-08,15.081790794632493,-1.17030353,-1.3613964000000003,-1.17030353,2.49530353,0,50,2,5,-2,2,2,8,8,10n,0,4n,8,75,50V_2A_75C
1.1179987404833587e-06,2.1490939270855206e-07,2.0644740043102597e-07,30.4697182,-39.0605636,1.3329081331919107e-06,1.5393555336229366e-06,64.7989303,29.59786059999999,4.880499999999999e-08,15.082385966605017,-1.17023279,-1.4441818000000026,-1.17023279,2.49523279,0,50,2,5,-2,1,2,8,8,10n,0,4n,8,75,50V_2A_75C
5.516404457699652e-07,2.1487936979912356e-07,1.9949126475771684e-07,30.4772183,-39.0455634,7.665198155690888e-07,9.660110803268058e-07,64.7799151,29.559830199999993,4.8755000000000095e-08,15.07627762288439,-0.6194109000000001,-0.6194109000000001,-1.17082076,1.9444109,0,50,2,5,-2,6,2,8,4,10n,0,4n,8,75,50V_2A_75C
6.841673831331244e-07,2.1487923036970364e-07,1.9948804364561623e-07,30.4766437,-39.0467126,8.99046613502828e-07,1.0985346571484442e-06,64.7804551,29.560910199999995,4.8755000000000095e-08,15.076432348967323,-0.6423042999999993,-0.6423042999999993,-1.1708025,1.9673042999999992,0,50,2,5,-2,4,2,8,4,10n,0,4n,8,75,50V_2A_75C
5.523383131125567e-07,2.6498654413768796e-07,9.638606701389034e-08,12.0132875,-75.97342499999999,8.173248572502446e-07,9.13710924264135e-07,81.5425935,63.08518699999999,6.10050100000001e-08,22.895861272855935,1.66543026,0.9150522000000016,1.66543026,-0.34043026,1,50,2,5,0,2,2,8,8,10n,0,4n,8,75,50V_2A_75C
4.476760398455192e-07,2.649806104820383e-07,9.636020007778278e-08,12.0138172,-75.9723656,7.126566503275575e-07,8.090168504053403e-07,81.5422119,63.084423799999996,6.10050100000001e-08,22.89569464815911,1.66540944,1.0003660999999973,1.66540944,-0.34040943999999995,1,50,2,5,0,3,2,8,8,10n,0,4n,8,75,50V_2A_75C
4.410093327823725e-07,2.1273365574123144e-07,2.9397746659159387e-07,52.7460387,5.492077399999999,6.537429885236039e-07,9.477204551151978e-07,53.0452771,6.090554199999999,1.6054910000000064e-08,12.678782698767515,-0.86162223,-0.86162223,-1.84859908,2.1866222300000002,0,50,2,5,-2,8,2,8,8,15n,0,4n,8,75,50V_2A_75C
5.371796535228872e-07,2.127335951787194e-07,2.940151509326547e-07,52.7459836,5.491967200000005,7.499132487016066e-07,1.0439283996342613e-06,53.045269,6.090537999999994,1.6054910000000064e-08,12.678752513804236,-0.9675548999999997,-0.9675548999999997,-1.84859582,2.2925549,0,50,2,5,-2,6,2,8,8,15n,0,4n,8,75,50V_2A_75C
7.751624420275597e-07,2.148791041969851e-07,1.9941636410754202e-07,30.4761173,-39.0477654,9.900415462245448e-07,1.1894579103320869e-06,64.7809507,29.56190140000001,4.8755000000000095e-08,15.076575029737757,-0.6615688000000013,-0.6615688000000013,-1.17078564,1.9865688000000012,0,50,2,5,-2,3,2,8,4,10n,0,4n,8,75,50V_2A_75C
9.040332533703605e-07,2.1487888646988966e-07,1.9941120158856659e-07,30.4751939,-39.0496122,1.1189121398402502e-06,1.3183233414288168e-06,64.7818231,29.563646199999994,4.880499999999999e-08,15.076828122663633,-0.7097116000000021,-0.7097116000000021,-1.1707557,2.0347116000000023,0,50,2,5,-2,2,2,8,4,10n,0,4n,8,75,50V_2A_75C
1.1186320057142554e-06,2.148815784696912e-07,1.9946813896413832e-07,30.4730776,-39.0538448,1.3335135841839465e-06,1.532981723148085e-06,64.7838393,29.567678599999994,4.880499999999999e-08,15.07742420203311,-0.8564675000000008,-0.8564675000000008,-1.17068502,2.181467500000001,0,50,2,5,-2,1,2,8,4,10n,0,4n,8,75,50V_2A_75C
7.277375371159753e-07,2.6500528964269024e-07,9.637662057681365e-08,12.011969,-75.976062,9.927428267586656e-07,1.0891194473354793e-06,81.5435229,63.0870458,6.10050100000001e-08,22.89631288637395,1.66548523,0.7663624999999996,1.66548523,-0.3404852300000001,1,50,2,5,0,1,2,8,8,10n,0,4n,8,75,50V_2A_75C
6.655107623599012e-07,2.0975388664087407e-07,2.951048869655756e-07,55.3403106,10.680621200000004,8.752646490007753e-07,1.170369535966351e-06,55.3403106,10.680621200000004,3.0217869999999965e-08,12.873485401161432,-1.121503849,-1.121503849,-1.98020331,2.446503849,0,50,2,5,-2,4,2,8,8,25n,0,4n,8,75,50V_2A_75C
4.4125186062526784e-07,2.1597127915959607e-07,2.8404662128022563e-07,55.3401745,10.680349000000005,6.572231397848639e-07,9.412697610650895e-07,55.3401745,10.680349000000005,4.015486e-08,12.342340030220713,-0.8579221600000011,-0.8579221600000011,-1.97895139,2.1829221600000013,0,50,2,5,-2,8,2,8,8,35n,0,4n,8,75,50V_2A_75C
5.368808076630715e-07,2.1597121306793813e-07,2.8404652523466693e-07,55.3402213,10.680442600000006,7.528520207310096e-07,1.0368985459656765e-06,55.3402213,10.680442600000006,4.015486e-08,12.342310773702849,-0.9648515,-0.9648515,-1.97895134,2.2898515,0,50,2,5,-2,6,2,8,8,35n,0,4n,8,75,50V_2A_75C
7.55805212496198e-07,2.0975379767518697e-07,2.9510464508958263e-07,55.3403916,10.680783199999993,9.65559010171385e-07,1.2606636552609675e-06,55.3403916,10.680783199999993,3.0217869999999965e-08,12.873435723581645,-1.22426269,-1.22426269,-1.9802037,2.54926269,0,50,2,5,-2,3,2,8,8,25n,0,4n,8,75,50V_2A_75C
4.389556092975363e-07,2.097540369721256e-07,2.9510531464871595e-07,55.3401745,10.680349000000005,6.487096462696619e-07,9.438149609183779e-07,55.3401745,10.680349000000005,3.0217869999999965e-08,12.873569540434588,-0.8611056199999991,-0.8611056199999991,-1.98020263,2.1861056199999993,0,50,2,5,-2,8,2,8,8,25n,0,4n,8,75,50V_2A_75C
5.353259228399375e-07,2.0975398526190104e-07,2.951051659671028e-07,55.3402213,10.680442600000006,7.450799081018385e-07,1.0401850740689414e-06,55.3402213,10.680442600000006,3.0217869999999965e-08,12.873540603479086,-0.9685769999999998,-0.9685769999999998,-1.98020287,2.293577,0,50,2,5,-2,6,2,8,8,25n,0,4n,8,75,50V_2A_75C
6.676955289097029e-07,2.1273347953876888e-07,2.9397565464505164e-07,52.7458773,5.491754599999992,8.804290084484717e-07,1.1744046630935232e-06,53.0452531,6.090506199999993,1.6054910000000064e-08,12.678694899637376,-1.122611369,-1.122611369,-1.8485895,2.4476113689999996,0,50,2,5,-2,4,2,8,8,15n,0,4n,8,75,50V_2A_75C
7.570174086743321e-07,2.1273337485944686e-07,2.939745814294083e-07,52.7457791,5.491558199999999,9.697507835337789e-07,1.2637253649631872e-06,53.0452377,6.0904754000000025,1.6054910000000064e-08,12.67864297604347,-1.2250480339999998,-1.2250480339999998,-1.84858367,2.5500480339999996,0,50,2,5,-2,3,2,8,8,15n,0,4n,8,75,50V_2A_75C
8.880966511019774e-07,2.1273319536662553e-07,2.9397274542367697e-07,52.7456047,5.4912094000000025,1.100829846468603e-06,1.39480259189228e-06,53.0452083,6.0904165999999975,1.6054910000000064e-08,12.678554361787006,-1.366569000000002,-1.366569000000002,-1.84857335,2.691569000000002,0,50,2,5,-2,2,2,8,8,15n,0,4n,8,75,50V_2A_75C
6.671214480915913e-07,2.1597108702978937e-07,2.84046346060696e-07,55.3403106,10.680621200000004,8.830925351213807e-07,1.1671388811820766e-06,55.3403106,10.680621200000004,4.015486e-08,12.34225494632203,-1.121443488,-1.121443488,-1.97895121,2.446443488,0,50,2,5,-2,4,2,8,8,35n,0,4n,8,75,50V_2A_75C
8.901606038880731e-07,2.0975364361261344e-07,2.951042605510788e-07,55.3405309,10.681061799999995,1.0999142475006864e-06,1.3950185080517651e-06,55.3405309,10.681061799999995,3.0217869999999965e-08,12.873351163734913,-1.3724276999999994,-1.3724276999999994,-1.98020439,2.6974276999999995,0,50,2,5,-2,2,2,8,8,25n,0,4n,8,75,50V_2A_75C
7.564840738054064e-07,2.1597097326765474e-07,2.8404619488461566e-07,55.3403916,10.680783199999993,9.724550470730611e-07,1.2565012419576767e-06,55.3403916,10.680783199999993,4.015486e-08,12.342204669159228,-1.224113513,-1.224113513,-1.97895108,2.549113513,0,50,2,5,-2,3,2,8,8,35n,0,4n,8,75,50V_2A_75C
