NPU_LS,NPD_LS,NPD_HS,DT_ns,CLKEN,VNEG,E_on_uJ,E_off_uJ,E_dt_uJ,E_tot_uJ,ov_pct,margin_V,Vgs_spur_V
3,2,8,5,0,-2,4.55642,0.7164,0.245629,5.51845,45.534,-0.171476,1.57148
3,2,8,5,1,0,3.51884,0.907856,0.0794907,4.50618,62.3056,0.376151,1.02385
3,2,8,5,1,-2,4.6617,0.646311,0.273972,5.58199,35.8419,2.63538,-1.23538
3,2,8,10,0,0,3.45203,1.17219,0.754067,5.37829,18.0016,0.0465739,1.35343
3,2,8,10,0,-2,4.66869,0.707665,0.827225,6.20358,17.7127,2.35674,-0.956737
3,2,8,10,1,0,3.60333,0.629423,0.711786,4.94454,23.918,0.971927,0.428073
3,2,8,10,1,-2,4.83677,0.639778,0.815864,6.29241,23.9514,2.93628,-1.53628
3,2,8,15,0,0,3.45775,1.17427,0.776547,5.40857,18.7939,0.36767,1.03233
3,2,8,15,0,-2,4.6926,0.708342,0.808081,6.20902,18.3552,2.39892,-0.998925
3,2,8,15,1,0,3.50081,0.630251,0.714618,4.84568,23.918,0.854644,0.545356
3,2,8,15,1,-2,4.83118,0.640209,0.79621,6.26759,23.9514,2.93424,-1.53424
3,2,8,35,0,0,3.45304,1.17364,1.04339,5.67007,18.7939,0.370085,1.02991
3,2,8,35,0,-2,4.68356,0.710419,2.35557,7.74954,18.3552,2.39078,-0.99078
3,2,8,35,1,0,3.54677,0.637501,1.1044,5.28867,23.918,0.910243,0.489757
3,2,8,35,1,-2,4.79447,0.643171,2.35637,7.79401,23.9514,2.91012,-1.51012
3,2,8,25,0,0,3.45527,1.17379,0.760583,5.38965,18.7939,0.369278,1.03072
3,2,8,25,0,-2,4.68765,0.709225,1.38328,6.78015,18.3552,2.39402,-0.994018
3,2,8,25,1,0,3.53376,0.634124,0.697189,4.86508,23.918,0.895964,0.504036
3,2,8,25,1,-2,4.79391,0.641941,1.38419,6.82004,23.9514,2.90842,-1.50842
3,8,1,5,0,0,14.4272,0.636266,0.574261,15.6378,21.6282,-3.36966,4.76966
3,8,1,5,0,-2,5.34745,0.610832,0.546572,6.50485,23.6323,-2.16836,3.56836
3,8,1,5,1,0,4.0237,0.636682,0.580348,5.24074,21.4439,0.078983,1.32102
3,8,1,5,1,-2,5.38955,0.611232,0.55887,6.55965,23.368,1.77329,-0.373293
3,8,1,10,0,0,7.9266,0.633994,0.350661,8.91125,23.5212,-2.42081,3.82081
3,8,1,10,0,-2,4.43171,0.608053,0.286852,5.32662,25.9004,-0.851186,2.25119
3,8,1,10,1,0,3.48736,0.636091,0.56828,4.69174,22.1557,0.735937,0.664063
3,8,1,10,1,-2,4.88682,0.609841,0.527571,6.02423,23.5211,2.80504,-1.40504
3,8,1,15,0,0,6.61893,0.633745,0.203253,7.45592,23.5212,-2.23493,3.63493
3,8,1,15,0,-2,4.7123,0.609154,0.420605,5.74206,25.9004,-0.655157,2.05516
3,8,1,15,1,0,3.48451,0.636297,0.565782,4.68658,22.1557,0.676995,0.723005
3,8,1,15,1,-2,4.77231,0.611292,0.524307,5.90791,23.5211,2.75159,-1.35159
3,8,1,25,0,0,6.54384,0.632088,0.574537,7.75047,23.5212,-2.20925,3.60925
3,8,1,25,0,-2,4.71835,0.608973,1.39626,6.72358,25.9004,-0.68062,2.08062
3,8,1,25,1,0,3.50654,0.636977,0.563485,4.707,22.1557,0.723517,0.676483
3,8,1,25,1,-2,4.76609,0.612076,1.40726,6.78542,23.5211,2.75723,-1.35723
3,8,1,35,0,0,6.54071,0.630197,1.13831,8.30922,23.5212,-2.20922,3.60922
3,8,1,35,0,-2,4.71574,0.609486,2.36931,7.69454,25.9004,-0.679815,2.07982
3,8,1,35,1,0,3.51212,0.636537,1.12766,5.27631,22.1557,0.74009,0.65991
3,8,1,35,1,-2,4.76646,0.613099,2.38067,7.76024,23.5211,2.7604,-1.3604
3,8,4,5,0,0,3.56931,0.636036,0.602962,4.80831,21.6223,-0.421835,1.82184
3,8,4,5,0,-2,4.72807,0.610695,0.628561,5.96733,23.5048,1.93315,-0.533154
3,8,4,5,1,0,3.55962,0.63668,0.604246,4.80055,21.4367,0.851488,0.548512
3,8,4,5,1,-2,4.75154,0.611227,0.629432,5.9922,23.3523,2.7985,-1.3985
3,8,4,10,0,0,3.47609,0.634814,0.56565,4.67656,22.5263,-0.433923,1.83392
3,8,4,10,0,-2,4.52682,0.609222,0.590752,5.72679,23.9942,1.96631,-0.566315
3,8,4,10,1,0,3.49234,0.63629,0.604204,4.73284,22.1334,0.777327,0.622673
3,8,4,10,1,-2,4.73435,0.609895,0.615598,5.95984,23.503,2.80089,-1.40089
3,8,4,15,0,0,3.47718,0.634262,0.563752,4.67519,22.5263,-0.436288,1.83629
3,8,4,15,0,-2,4.54134,0.609532,0.59006,5.74093,23.9942,1.96436,-0.564363
3,8,4,15,1,0,3.55736,0.636663,0.59948,4.7935,22.1334,0.852475,0.547525
3,8,4,15,1,-2,4.77518,0.611549,0.613094,5.99982,23.503,2.83041,-1.43041
3,8,4,25,0,0,3.47544,0.633089,0.626037,4.73456,22.5263,-0.436336,1.83634
3,8,4,25,0,-2,4.53847,0.609339,1.5263,6.6741,23.9942,1.96446,-0.564465
3,8,4,25,1,0,3.53416,0.63706,0.59402,4.76524,22.1334,0.828057,0.571943
3,8,4,25,1,-2,4.78024,0.612484,1.49228,6.885,23.503,2.83573,-1.43573
3,8,4,35,0,0,3.47359,0.631187,1.1899,5.29468,22.5263,-0.436395,1.83639
3,8,4,35,0,-2,4.53542,0.609634,2.49947,7.64452,23.9942,1.96455,-0.564549
3,8,4,35,1,0,3.53067,0.636273,1.15789,5.32483,22.1334,0.827132,0.572868
3,8,4,35,1,-2,4.77551,0.613641,2.46553,7.85468,23.503,2.83446,-1.43446
3,8,8,10,0,0,3.45037,0.634839,0.625147,4.71036,22.3947,0.370326,1.02967
3,8,8,10,0,-2,4.66772,0.609223,0.647931,5.92487,23.5965,2.35698,-0.956976
3,8,8,10,1,0,3.60243,0.63651,0.636567,4.87551,22.1108,0.971919,0.428081
3,8,8,10,1,-2,4.83568,0.609965,0.65888,6.10452,23.4843,2.93618,-1.53618
3,8,8,5,0,0,3.4053,0.636012,0.64083,4.68214,21.5887,0.279941,1.12006
3,8,8,5,0,-2,4.55527,0.610747,0.674809,5.84082,23.4368,2.25234,-0.85234
3,8,8,5,1,0,3.51896,0.636676,0.640471,4.79611,21.4295,0.846112,0.553888
3,8,8,5,1,-2,4.66073,0.611222,0.675308,5.94726,23.3361,2.82864,-1.42864
3,8,8,15,0,0,3.45614,0.634758,0.61954,4.71044,22.3947,0.367491,1.03251
3,8,8,15,0,-2,4.69137,0.609798,0.645181,5.94635,23.5965,2.39862,-0.998621
3,8,8,15,1,0,3.49956,0.637111,0.631905,4.76857,22.1108,0.854394,0.545606
3,8,8,15,1,-2,4.83004,0.611854,0.655646,6.09754,23.4843,2.93418,-1.53418
3,8,8,25,0,0,3.4536,0.634436,0.639198,4.72723,22.3947,0.369082,1.03092
3,8,8,25,0,-2,4.68621,0.609945,1.54573,6.84188,23.5965,2.39386,-0.993857
3,8,8,25,1,0,3.53288,0.637234,0.622315,4.79243,22.1108,0.895988,0.504012
3,8,8,25,1,-2,4.79281,0.612926,1.53134,6.93707,23.4843,2.90839,-1.50839
3,8,8,35,0,0,3.45132,0.633927,1.20312,5.28837,22.3947,0.369965,1.03003
3,8,8,35,0,-2,4.68241,0.610394,2.51887,7.81168,23.5965,2.39059,-0.99059
3,8,8,35,1,0,3.54593,0.635014,1.18663,5.36757,22.1108,0.910314,0.489686
3,8,8,35,1,-2,4.79333,0.6142,2.50446,7.91199,23.4843,2.91009,-1.51009
4,2,1,5,0,0,14.4507,4.86034,0.0139348,19.325,42.2769,-3.70014,5.10014
4,2,1,5,0,-2,5.45088,0.715487,0.120823,6.28718,44.8569,-2.55164,3.95164
4,2,1,5,1,0,3.76521,0.907603,0.0195151,4.69233,62.2898,0.077924,1.32208
4,2,1,5,1,-2,4.99693,0.646232,0.157591,5.80076,35.777,1.7733,-0.373296
4,2,1,10,0,0,7.694,1.1727,0.57994,9.44664,18.0045,-2.53143,3.93143
4,2,1,10,0,-2,4.12753,0.706453,0.537938,5.37192,18.6821,-0.962793,2.36279
4,2,1,10,1,0,3.27791,0.629365,0.642706,4.54999,23.9682,0.675669,0.724331
4,2,1,10,1,-2,4.66834,0.639856,0.685649,5.99384,23.9909,2.73697,-1.33697
4,2,1,15,0,0,6.25674,1.17609,0.454466,7.8873,20.9688,-2.31316,3.71316
4,2,1,15,0,-2,4.42815,0.709234,0.355982,5.49337,20.9235,-0.714891,2.11489
4,2,1,15,1,0,3.20721,0.629586,0.647231,4.48403,23.9682,0.555497,0.844503
4,2,1,15,1,-2,4.4912,0.64046,0.666333,5.798,23.9909,2.64059,-1.24059
4,2,1,25,0,0,6.16924,1.1767,0.412447,7.75839,20.9688,-2.28009,3.68009
4,2,1,25,0,-2,4.44047,0.710608,1.2327,6.38378,20.9235,-0.741104,2.1411
4,2,1,25,1,0,3.24518,0.631037,0.627653,4.50387,23.9682,0.613209,0.786791
4,2,1,25,1,-2,4.47241,0.641719,1.26101,6.37513,23.9909,2.63665,-1.23665
4,2,1,35,0,0,6.16626,1.17795,0.975503,8.31971,20.9688,-2.28005,3.68005
4,2,1,35,0,-2,4.43794,0.712555,2.20402,7.35451,20.9235,-0.740257,2.14026
4,2,1,35,1,0,3.25201,0.632823,1.04729,4.93213,23.9682,0.631125,0.768875
4,2,1,35,1,-2,4.47405,0.642964,2.23298,7.34999,23.9909,2.64108,-1.24108
4,2,4,5,0,0,3.32127,4.86221,0.0416761,8.22516,42.2767,-3.2292,4.6292
4,2,4,5,0,-2,4.51804,0.716039,0.199291,5.43337,45.2677,-0.161688,1.56169
4,2,4,5,1,0,3.34488,0.907731,0.0434054,4.29602,62.2978,0.376138,1.02386
4,2,4,5,1,-2,4.51312,0.646276,0.228131,5.38752,35.8096,2.63535,-1.23535
4,2,4,10,0,0,3.22369,1.17235,0.719699,5.11574,18.0023,-0.442723,1.84272
4,2,4,10,0,-2,4.27159,0.70728,0.788179,5.76705,17.7752,1.75724,-0.357241
4,2,4,10,1,0,3.22377,0.629397,0.678936,4.53211,23.9434,0.678256,0.721744
4,2,4,10,1,-2,4.46726,0.639828,0.772963,5.88005,23.9714,2.70442,-1.30442
4,2,4,25,0,0,3.22451,1.17471,0.705768,5.10499,18.8672,-0.444659,1.84466
4,2,4,25,0,-2,4.28691,0.709762,1.36383,6.3605,19.2484,1.78071,-0.380709
4,2,4,25,1,0,3.26685,0.632266,0.662834,4.56195,23.9434,0.728148,0.671852
4,2,4,25,1,-2,4.49663,0.641769,1.34571,6.48412,23.9714,2.72894,-1.32894
4,2,4,15,0,0,3.22621,1.17434,0.718234,5.11878,18.8672,-0.444574,1.84457
4,2,4,15,0,-2,4.28968,0.708493,0.748993,5.74717,19.2484,1.78144,-0.38144
4,2,4,15,1,0,3.28704,0.629897,0.681651,4.59859,23.9434,0.749705,0.650295
4,2,4,15,1,-2,4.48363,0.640342,0.754499,5.87848,23.9714,2.71868,-1.31868
4,2,4,35,0,0,3.22275,1.1753,1.02976,5.4278,18.8672,-0.44483,1.84483
4,2,4,35,0,-2,4.28431,0.711266,2.33622,7.3318,19.2484,1.77942,-0.379423
4,2,4,35,1,0,3.26623,0.634866,1.0768,4.9779,23.9434,0.729199,0.670801
4,2,4,35,1,-2,4.4944,0.643015,2.31765,7.45506,23.9714,2.72876,-1.32876
4,2,8,5,0,0,3.14285,4.86104,0.0792734,8.08316,42.2793,-3.22654,4.62654
4,2,8,5,0,-2,4.27363,0.716413,0.245633,5.23568,45.5333,-0.171451,1.57145
4,2,8,5,1,0,3.20972,0.907848,0.0794911,4.19706,62.3052,0.376156,1.02384
4,2,8,5,1,-2,4.27199,0.646325,0.273976,5.19229,35.8415,2.63539,-1.23539
4,2,8,10,0,0,3.19983,1.1722,0.75407,5.1261,18.0017,0.0465845,1.35342
4,2,8,10,0,-2,4.40667,0.707678,0.827224,5.94157,17.7127,2.1762,-0.776204
4,2,8,10,1,0,3.3551,0.629422,0.711786,4.69631,23.918,0.897164,0.502836
4,2,8,10,1,-2,4.52665,0.639791,0.815864,5.9823,23.9513,2.83337,-1.43337
4,2,8,15,0,0,3.20488,1.17427,0.776546,5.1557,18.794,0.19301,1.20699
4,2,8,15,0,-2,4.41893,0.708355,0.80808,5.93536,18.3552,2.21277,-0.812769
4,2,8,15,1,0,3.23581,0.63025,0.714618,4.58067,23.918,0.772456,0.627544
4,2,8,15,1,-2,4.54565,0.640222,0.79621,5.98208,23.9513,2.84301,-1.44301
4,2,8,25,0,0,3.20297,1.1738,0.760582,5.13735,18.794,0.196446,1.20355
4,2,8,25,0,-2,4.41526,0.709238,1.38328,6.50778,18.3552,2.20821,-0.808208
4,2,8,25,1,0,3.2755,0.634123,0.697189,4.60681,23.918,0.816912,0.583088
4,2,8,25,1,-2,4.50392,0.641954,1.38419,6.53007,23.9513,2.81662,-1.41662
4,2,8,35,0,0,3.20118,1.17364,1.04339,5.41822,18.794,0.197757,1.20224
4,2,8,35,0,-2,4.41254,0.710433,2.35557,7.47855,18.3552,2.20529,-0.805285
4,2,8,35,1,0,3.28446,0.637499,1.10441,5.02637,23.918,0.828106,0.571894
4,2,8,35,1,-2,4.5051,0.643185,2.35637,7.50465,23.9513,2.8186,-1.4186
4,8,1,5,0,0,14.4492,0.636278,0.574262,15.6598,21.6282,-3.70016,5.10016
4,8,1,5,0,-2,5.45007,0.61085,0.54657,6.60749,23.6323,-2.55171,3.95171
4,8,1,5,1,0,3.76449,0.636681,0.580348,4.98152,21.4439,0.078983,1.32102
4,8,1,5,1,-2,4.9957,0.611244,0.558869,6.16582,23.368,1.77329,-0.373293
4,8,1,10,0,0,7.691,0.634006,0.350696,8.6757,23.5211,-2.5316,3.9316
4,8,1,10,0,-2,4.12657,0.60807,0.28663,5.02127,25.9005,-0.962495,2.36249
4,8,1,10,1,0,3.27704,0.636089,0.56828,4.48141,22.1557,0.67547,0.72453
4,8,1,10,1,-2,4.66721,0.609854,0.52757,5.80463,23.5211,2.73697,-1.33697
4,8,1,15,0,0,6.25399,0.633757,0.20325,7.091,23.5211,-2.31322,3.71322
4,8,1,15,0,-2,4.42702,0.609172,0.420611,5.4568,25.9005,-0.714693,2.11469
4,8,1,15,1,0,3.20607,0.636296,0.565781,4.40815,22.1557,0.555489,0.844511
4,8,1,15,1,-2,4.49023,0.611305,0.524306,5.62584,23.5211,2.64058,-1.24058
4,8,1,25,0,0,6.16659,0.6321,0.574546,7.37323,23.5211,-2.2801,3.6801
4,8,1,25,0,-2,4.43949,0.60899,1.39627,6.44475,25.9005,-0.740917,2.14092
4,8,1,25,1,0,3.24442,0.636977,0.563488,4.44489,22.1557,0.613199,0.786801
4,8,1,25,1,-2,4.4714,0.612089,1.40727,6.49075,23.5211,2.63661,-1.23661
4,8,1,35,0,0,6.1636,0.630209,1.13832,7.93213,23.5211,-2.28007,3.68007
4,8,1,35,0,-2,4.43696,0.609504,2.36933,7.41579,25.9005,-0.740071,2.14007
4,8,1,35,1,0,3.25125,0.636536,1.12766,5.01545,22.1557,0.631153,0.768847
4,8,1,35,1,-2,4.47304,0.613112,2.38068,7.46684,23.5211,2.64105,-1.24105
4,8,4,5,0,0,3.32006,0.636035,0.602962,4.55906,21.6223,-0.411114,1.81111
4,8,4,5,0,-2,4.51605,0.610708,0.62856,5.75532,23.5048,1.85717,-0.457165
4,8,4,5,1,0,3.34422,0.636679,0.604246,4.58514,21.4367,0.789832,0.610168
4,8,4,5,1,-2,4.51225,0.61124,0.629432,5.75293,23.3523,2.71841,-1.31841
4,8,4,10,0,0,3.22219,0.634813,0.56565,4.42265,22.5263,-0.44282,1.84282
4,8,4,10,0,-2,4.2704,0.609234,0.590751,5.47039,23.9942,1.75732,-0.35732
4,8,4,10,1,0,3.22299,0.636289,0.604203,4.46348,22.1334,0.678277,0.721723
4,8,4,10,1,-2,4.46612,0.609908,0.615597,5.69162,23.503,2.70425,-1.30425
4,8,4,15,0,0,3.22481,0.634261,0.563751,4.42282,22.5263,-0.444698,1.8447
4,8,4,15,0,-2,4.2887,0.609544,0.590059,5.48831,23.9942,1.7814,-0.3814
4,8,4,15,1,0,3.28624,0.636662,0.59948,4.52238,22.1334,0.749761,0.650239
4,8,4,15,1,-2,4.4826,0.611562,0.613093,5.70725,23.503,2.71864,-1.31864
4,8,4,25,0,0,3.2231,0.633088,0.626042,4.48223,22.5263,-0.444775,1.84478
4,8,4,25,0,-2,4.28599,0.609352,1.5263,6.42164,23.9942,1.78054,-0.380544
4,8,4,25,1,0,3.26599,0.637059,0.594024,4.49708,22.1334,0.728109,0.671891
4,8,4,25,1,-2,4.49561,0.612497,1.49228,6.60039,23.503,2.72889,-1.32889
4,8,4,35,0,0,3.22133,0.631186,1.18991,5.04243,22.5263,-0.444906,1.84491
4,8,4,35,0,-2,4.2834,0.609647,2.49948,7.39252,23.9942,1.7793,-0.379299
4,8,4,35,1,0,3.26539,0.636272,1.15789,5.05956,22.1334,0.729163,0.670837
4,8,4,35,1,-2,4.4934,0.613653,2.46554,7.57259,23.503,2.72872,-1.32872
4,8,8,5,0,0,3.14198,0.636011,0.640831,4.41883,21.5887,0.0915994,1.3084
4,8,8,5,0,-2,4.27257,0.61076,0.674808,5.55814,23.4368,2.05237,-0.652368
4,8,8,5,1,0,3.20997,0.636674,0.640471,4.48712,21.4295,0.739174,0.660826
4,8,8,5,1,-2,4.27117,0.611235,0.675307,5.55771,23.3361,2.69153,-1.29153
4,8,8,10,0,0,3.19809,0.634838,0.62505,4.45798,22.3946,0.201639,1.19836
4,8,8,10,0,-2,4.40571,0.609236,0.64793,5.66288,23.5965,2.17638,-0.776376
4,8,8,10,1,0,3.35425,0.636509,0.636566,4.62732,22.1108,0.897153,0.502847
4,8,8,10,1,-2,4.52588,0.609978,0.658879,5.79473,23.4843,2.83338,-1.43338
4,8,8,15,0,0,3.2035,0.634757,0.61954,4.45779,22.3946,0.193062,1.20694
4,8,8,15,0,-2,4.41783,0.609811,0.645822,5.67346,23.5965,2.21249,-0.812492
4,8,8,15,1,0,3.23457,0.63711,0.631905,4.50359,22.1108,0.772397,0.627603
4,8,8,15,1,-2,4.54458,0.611867,0.655646,5.81209,23.4843,2.84296,-1.44296
4,8,8,25,0,0,3.20158,0.634435,0.639201,4.47521,22.3946,0.196453,1.20355
4,8,8,25,0,-2,4.41445,0.609958,1.54573,6.57014,23.5965,2.20778,-0.80778
4,8,8,25,1,0,3.27476,0.637233,0.622318,4.53431,22.1108,0.816965,0.583035
4,8,8,25,1,-2,4.50289,0.612939,1.53134,6.64717,23.4843,2.81659,-1.41659
4,8,8,35,0,0,3.19976,0.633926,1.20313,5.03682,22.3946,0.197667,1.20233
4,8,8,35,0,-2,4.41147,0.610407,2.51888,7.54076,23.5965,2.20505,-0.805048
4,8,8,35,1,0,3.28371,0.635013,1.18663,5.10536,22.1108,0.828187,0.571813
4,8,8,35,1,-2,4.50411,0.614213,2.50447,7.62279,23.4843,2.81854,-1.41854
6,2,1,5,0,0,14.4535,4.86031,0.013935,19.3277,42.2769,-4.18959,5.58959
6,2,1,5,0,-2,5.55844,0.715506,0.120827,6.39477,44.8561,-3.22371,4.62371
6,2,1,5,1,0,3.38501,0.907596,0.0195153,4.31212,62.2894,0.077924,1.32208
6,2,1,5,1,-2,4.36509,0.646252,0.157596,5.16894,35.7766,1.7733,-0.373296
6,2,1,10,0,0,7.43492,1.17271,0.579902,9.18753,18.0046,-3.00807,4.40807
6,2,1,10,0,-2,3.77664,0.706472,0.538161,5.02128,18.6821,-1.10681,2.50681
6,2,1,10,1,0,3.03689,0.629364,0.642706,4.30896,23.9682,0.558861,0.841139
6,2,1,10,1,-2,4.35294,0.639877,0.685649,5.67847,23.9908,2.60868,-1.20868
6,2,1,15,0,0,5.84889,1.1761,0.454616,7.4796,20.969,-2.38626,3.78626
6,2,1,15,0,-2,4.0897,0.709253,0.355637,5.15459,20.9234,-0.869938,2.26994
6,2,1,15,1,0,2.90459,0.629585,0.647231,4.18141,23.9682,0.385907,1.01409
6,2,1,15,1,-2,4.1733,0.640481,0.666333,5.48011,23.9908,2.4519,-1.0519
6,2,1,25,0,0,5.74403,1.17671,0.412456,7.33319,20.969,-2.30634,3.70634
6,2,1,25,0,-2,4.1089,0.710627,1.23271,6.05224,20.9234,-0.891487,2.29149
6,2,1,25,1,0,2.95391,0.631035,0.627653,4.2126,23.9682,0.45175,0.94825
6,2,1,25,1,-2,4.13671,0.641739,1.26101,6.03946,23.9908,2.43912,-1.03912
6,2,1,35,0,0,5.74259,1.17796,0.975517,7.89607,20.969,-2.30674,3.70674
6,2,1,35,0,-2,4.10634,0.712574,2.20403,7.02295,20.9234,-0.890838,2.29084
6,2,1,35,1,0,2.95974,0.632822,1.0473,4.63986,23.9682,0.469122,0.930878
6,2,1,35,1,-2,4.13818,0.642985,2.23299,7.01415,23.9908,2.44416,-1.04416
6,2,4,5,0,0,3.03906,4.86218,0.0416764,7.94292,42.2767,-3.22918,4.62918
6,2,4,5,0,-2,4.25332,0.71606,0.199607,5.16899,45.2669,-0.161663,1.56166
6,2,4,5,1,0,3.10036,0.907725,0.0432766,4.05136,62.2974,0.376143,1.02386
6,2,4,5,1,-2,4.22489,0.646296,0.228135,5.09932,35.8092,2.57318,-1.17318
6,2,4,10,0,0,2.94041,1.17235,0.719703,4.83246,18.0024,-0.594149,1.99415
6,2,4,10,0,-2,3.96305,0.707301,0.788178,5.45853,17.7752,1.33196,0.0680359
6,2,4,10,1,0,2.92686,0.629396,0.678936,4.23519,23.9434,0.534929,0.865071
6,2,4,10,1,-2,4.1368,0.639849,0.772963,5.54961,23.9714,2.53931,-1.13931
6,2,4,15,0,0,2.94436,1.17434,0.718234,4.83693,18.8672,-0.59427,1.99427
6,2,4,15,0,-2,3.98856,0.708515,0.748992,5.44606,19.2484,1.35792,0.0420766
6,2,4,15,1,0,2.98085,0.629896,0.681651,4.29239,23.9434,0.599291,0.800709
6,2,4,15,1,-2,4.12799,0.640363,0.754499,5.52285,23.9714,2.53891,-1.13891
6,2,4,25,0,0,2.94276,1.17471,0.705768,4.82324,18.8672,-0.593463,1.99346
6,2,4,25,0,-2,3.98474,0.709783,1.36383,6.05836,19.2484,1.35778,0.0422229
6,2,4,25,1,0,2.96654,0.632265,0.662834,4.26164,23.9434,0.58157,0.81843
6,2,4,25,1,-2,4.14641,0.64179,1.34572,6.13392,23.9714,2.55285,-1.15285
6,2,4,35,0,0,2.94106,1.1753,1.02976,5.14612,18.8672,-0.593206,1.99321
6,2,4,35,0,-2,3.98212,0.711287,2.33622,7.02964,19.2484,1.35699,0.0430084
6,2,4,35,1,0,2.96873,0.634865,1.07681,4.6804,23.9434,0.584214,0.815786
6,2,4,35,1,-2,4.14558,0.643036,2.31766,7.10627,23.9714,2.5538,-1.1538
6,2,8,5,0,0,2.85389,4.861,0.0792738,7.79417,42.2793,-3.22652,4.62652
6,2,8,5,0,-2,3.95671,0.716431,0.245637,4.91878,45.5326,-0.171426,1.57143
6,2,8,5,1,0,2.87476,0.907841,0.0794918,3.86209,62.3049,0.376161,1.02384
6,2,8,5,1,-2,3.85718,0.646346,0.27398,4.7775,35.8411,2.50579,-1.10579
6,2,8,10,0,0,2.91567,1.1722,0.754074,4.84195,18.0018,-0.0562013,1.4562
6,2,8,10,0,-2,4.09002,0.707699,0.827223,5.62495,17.7127,1.86978,-0.469785
6,2,8,10,1,0,3.06315,0.629421,0.711786,4.40436,23.918,0.775658,0.624342
6,2,8,10,1,-2,4.14199,0.639812,0.816539,5.59834,23.9512,2.66769,-1.26769
6,2,8,15,0,0,2.92167,1.17428,0.776681,4.87263,18.794,-0.0696223,1.46962
6,2,8,15,0,-2,4.09052,0.708378,0.808079,5.60698,18.3552,1.89516,-0.495157
6,2,8,15,1,0,2.94438,0.630249,0.714618,4.28925,23.918,0.652288,0.747712
6,2,8,15,1,-2,4.18604,0.640243,0.796209,5.62249,23.9512,2.68841,-1.28841
6,2,8,25,0,0,2.92017,1.1738,0.760582,4.85455,18.794,-0.0650609,1.46506
6,2,8,25,0,-2,4.08766,0.70926,1.38329,6.18021,18.3552,1.89198,-0.491976
6,2,8,25,1,0,2.9852,0.634122,0.697189,4.31651,23.918,0.696573,0.703427
6,2,8,25,1,-2,4.1465,0.641975,1.3842,6.17267,23.9512,2.6645,-1.2645
6,2,8,35,0,0,2.91856,1.17365,1.0434,5.1356,18.794,-0.0626939,1.46269
6,2,8,35,0,-2,4.08593,0.710454,2.35558,7.15197,18.3552,1.8902,-0.490199
6,2,8,35,1,0,2.98811,0.637499,1.10441,4.73003,23.918,0.704721,0.695279
6,2,8,35,1,-2,4.14743,0.643206,2.35638,7.14702,23.9512,2.66643,-1.26643
6,8,1,5,0,0,14.4519,0.636276,0.574262,15.6624,21.6281,-4.18953,5.58953
6,8,1,5,0,-2,5.54706,0.610868,0.546583,6.70451,23.6323,-3.21986,4.61986
6,8,1,5,1,0,3.38457,0.63668,0.580348,4.6016,21.4439,0.078983,1.32102
6,8,1,5,1,-2,4.36393,0.611264,0.558868,5.53406,23.368,1.77329,-0.373293
6,8,1,10,0,0,7.43212,0.634003,0.350654,8.41678,23.5211,-3.00839,4.40839
6,8,1,10,0,-2,3.77482,0.608088,0.286627,4.66953,25.9005,-1.10768,2.50768
6,8,1,10,1,0,3.03603,0.636088,0.568279,4.2404,22.1557,0.558603,0.841397
6,8,1,10,1,-2,4.35194,0.609874,0.527569,5.48938,23.5211,2.60845,-1.20845
6,8,1,15,0,0,5.84623,0.633755,0.203397,6.68339,23.5211,-2.38655,3.78655
6,8,1,15,0,-2,4.08886,0.60919,0.420617,5.11867,25.9005,-0.869768,2.26977
6,8,1,15,1,0,2.90408,0.636295,0.565781,4.10616,22.1557,0.386134,1.01387
6,8,1,15,1,-2,4.17248,0.611325,0.524305,5.30811,23.5211,2.45194,-1.05194
6,8,1,25,0,0,5.74151,0.632098,0.574556,6.94817,23.5211,-2.3063,3.7063
6,8,1,25,0,-2,4.108,0.609008,1.39628,6.11329,25.9005,-0.89133,2.29133
6,8,1,25,1,0,2.9534,0.636977,0.563492,4.15387,22.1557,0.451884,0.948116
6,8,1,25,1,-2,4.13585,0.612109,1.40727,6.15523,23.5211,2.43912,-1.03912
6,8,1,35,0,0,5.74006,0.630207,1.13834,7.50861,23.5211,-2.3067,3.7067
6,8,1,35,0,-2,4.10544,0.609522,2.36934,7.0843,25.9005,-0.89068,2.29068
6,8,1,35,1,0,2.95916,0.636535,1.12767,4.72337,22.1557,0.469234,0.930766
6,8,1,35,1,-2,4.13729,0.613132,2.38069,7.13111,23.5211,2.44415,-1.04415
6,8,4,5,0,0,3.03787,0.636034,0.602963,4.27687,21.6223,-0.454857,1.85486
6,8,4,5,0,-2,4.2528,0.610728,0.628559,5.49209,23.5048,1.64054,-0.240539
6,8,4,5,1,0,3.09616,0.636678,0.604246,4.33709,21.4368,0.677379,0.722621
6,8,4,5,1,-2,4.22416,0.61126,0.629431,5.46485,23.3523,2.57324,-1.17324
6,8,4,10,0,0,2.93899,0.634812,0.565649,4.13945,22.5262,-0.594392,1.99439
6,8,4,10,0,-2,3.96162,0.609255,0.59075,5.16163,23.9942,1.33146,0.0685361
6,8,4,10,1,0,2.92557,0.636288,0.604202,4.16606,22.1335,0.534653,0.865347
6,8,4,10,1,-2,4.13554,0.609928,0.615596,5.36107,23.503,2.53906,-1.13906
6,8,4,15,0,0,2.94318,0.63426,0.563751,4.14119,22.5262,-0.594139,1.99414
6,8,4,15,0,-2,3.9878,0.609565,0.590058,5.18742,23.9942,1.35832,0.0416815
