E_on,E_off,E_dt,Vds_pk_off,ov_pct_off,E_sw,E_tot,Vds_pk,ov_pct,t_set,E_osc,Vgs_spur,Vgs_spur_hs,Vgs_spur_ls,margin,false_on,VBUS,ILOAD,VDRV,VNEG,NPU_LS,NPD_LS,NPU_HS,NPD_HS,DT,CLKEN,CLKDEL,RUNIT,TJ,corner
6.527506875180773e-07,2.1465322327307987e-07,1.98349884854277e-07,30.2310925,-39.537815,8.674039107911572e-07,1.0657537956454343e-06,65.3530352,30.70607039999999,4.8905e-08,15.30157495136214,-0.6015825999999969,-0.6015825999999969,-1.14200044,2.0015825999999968,0,50,2,5,-2,3,2,8,4,10n,0,4n,8,25,50V_2A_25C
3.8988893353719544e-07,2.141045535019401e-07,1.545428949898687e-07,25.9887113,-48.0225774,6.039934870391355e-07,7.585363820290042e-07,69.8655497,39.731099400000005,5.30076e-08,17.307330178783157,0.5012347000000013,0.5012347000000013,0.210149555,0.8987652999999987,0,50,2,5,0,3,2,8,4,10n,1,4n,8,25,50V_2A_25C
6.407813415983471e-07,2.1274621267596892e-07,2.0112018550714983e-07,30.5372882,-38.9254236,8.53527554274316e-07,1.054647739781466e-06,64.6836752,29.367350399999992,4.880506e-08,15.109425243304594,-1.45982437,-1.45982437,-1.85765307,2.85982437,0,50,2,5,-2,3,2,8,4,10n,1,4n,8,25,50V_2A_25C
3.8062435438627216e-07,2.1379550494613188e-07,2.3355153228630828e-07,42.6604922,-14.6790156,5.94419859332404e-07,8.279713916187123e-07,54.8844223,9.768844599999994,2.9760520000000056e-08,12.537305715757178,1.7833615000000016,1.7833615000000016,0.426524283,-0.3833615000000017,1,50,2,5,0,3,2,8,4,15n,0,4n,8,25,50V_2A_25C
6.351942070864376e-07,2.1228048874153885e-07,2.8774106193330213e-07,52.7331998,5.466399600000002,8.474746958279764e-07,1.1352157577612785e-06,53.0475412,6.0950823999999955,1.6054930000000137e-08,12.69246847377313,-0.6409073000000021,-0.6409073000000021,-1.84610645,2.040907300000002,0,50,2,5,-2,3,2,8,4,15n,0,4n,8,25,50V_2A_25C
3.8538466112202573e-07,2.1116410169078887e-07,2.46884535232715e-07,51.0819,2.163799999999995,5.965487628128146e-07,8.434332980455296e-07,52.4377018,4.8754035999999985,1.3773410000000085e-08,12.764717876688398,0.48597030000000174,0.48597030000000174,0.0118240551,0.9140296999999982,0,50,2,5,0,3,2,8,4,15n,1,4n,8,25,50V_2A_25C
6.452208820791981e-07,2.1031278164483582e-07,2.8611564131581003e-07,53.0775216,6.155043199999994,8.55533663724034e-07,1.141649305039844e-06,53.3109114,6.621822800000005,1.605487000000013e-08,12.712271833390911,-1.458150035,-1.458150035,-1.99002168,2.858150035,0,50,2,5,-2,3,2,8,4,15n,1,4n,8,25,50V_2A_25C
3.82493377296487e-07,2.1430395472481544e-07,2.512968339761616e-07,53.3858857,6.771771400000006,5.967973320213025e-07,8.480941659974641e-07,53.3858857,6.771771400000006,2.5605050000000125e-08,12.489131749196172,1.7825704000000009,1.7825704000000009,0.0121577484,-0.382570400000001,1,50,2,5,0,3,2,8,4,25n,0,4n,8,25,50V_2A_25C
6.384304495978619e-07,2.091754481510605e-07,2.868009604731357e-07,55.4811665,10.962333000000001,8.476058977489224e-07,1.1344068582220581e-06,55.4811665,10.962333000000001,3.007612999999995e-08,12.901497953549248,-0.6387021999999973,-0.6387021999999973,-1.98021069,2.0387021999999972,0,50,2,5,-2,3,2,8,4,25n,0,4n,8,25,50V_2A_25C
3.83649540907541e-07,2.09609882043135e-07,2.441995737426935e-07,53.2605128,6.5210256000000015,5.93259422950676e-07,8.374589966933695e-07,53.2605128,6.5210256000000015,2.487341000000007e-08,12.939611924053871,0.4777580999999991,0.4777580999999991,0.0044680337,0.9222419000000008,0,50,2,5,0,3,2,8,4,25n,1,4n,8,25,50V_2A_25C
6.435238816328977e-07,2.0716757847295707e-07,2.8696087692812166e-07,55.4497723,10.899544599999999,8.506914601058548e-07,1.1376523370339765e-06,55.4497723,10.899544599999999,3.012143999999999e-08,12.910226597455598,-1.4587967640000001,-1.4587967640000001,-1.98684278,2.858796764,0,50,2,5,-2,3,2,8,4,25n,1,4n,8,25,50V_2A_25C
3.810680718480181e-07,2.1666126983754788e-07,2.454028722776319e-07,53.3858857,6.771771400000006,5.97729341685566e-07,8.431322139631979e-07,53.3858857,6.771771400000006,3.517146999999995e-08,12.141946030798465,1.7825038000000006,1.7825038000000006,0.00866842586,-0.3825038000000007,1,50,2,5,0,3,2,8,4,35n,0,4n,8,25,50V_2A_25C
6.385173289150235e-07,2.1548256952340582e-07,2.7642030268085876e-07,55.4811665,10.962333000000001,8.539998984384294e-07,1.1304202011192882e-06,55.4811665,10.962333000000001,4.0061240000000054e-08,12.370264070368762,-0.6388095000000007,-0.6388095000000007,-1.97787918,2.0388095000000006,0,50,2,5,-2,3,2,8,4,35n,0,4n,8,25,50V_2A_25C
3.8481210282298093e-07,2.1197800268133692e-07,2.3818178594786835e-07,53.2605128,6.5210256000000015,5.967901055043179e-07,8.349718914521863e-07,53.2605128,6.5210256000000015,3.556351999999994e-08,12.659399062816956,0.48176549999999807,0.48176549999999807,0.00573883866,0.9182345000000018,0,50,2,5,0,3,2,8,4,35n,1,4n,8,25,50V_2A_25C
6.44580805753388e-07,2.136314077734405e-07,2.7645729253225925e-07,55.4497723,10.899544599999999,8.582122135268285e-07,1.1346695060590878e-06,55.4497723,10.899544599999999,4.006053000000002e-08,12.388116822581264,-1.458920847,-1.458920847,-1.98899023,2.858920847,0,50,2,5,-2,3,2,8,4,35n,1,4n,8,25,50V_2A_25C
3.9670811563216425e-07,1.7747487631649416e-06,8.300340549552083e-09,0.175752915,-99.64849417,2.171456878797106e-06,2.1797572193466578e-06,84.4244053,68.84881060000001,5.388800999999994e-08,24.864545997437837,3.82317463,1.0690618,3.82317463,-2.42317463,1,50,2,5,0,3,2,8,8,5n,0,4n,8,25,50V_2A_25C
6.314403754050935e-07,2.316154367472117e-07,1.7353925839943867e-08,2.57938423,-94.84123154,8.630558121523053e-07,8.804097379922492e-07,103.342477,106.684954,6.441299000000008e-08,34.914201238631534,1.16116778,-1.13776585,1.16116778,0.23883221999999993,0,50,2,5,-2,3,2,8,8,5n,0,4n,8,25,50V_2A_25C
3.810360738502293e-07,4.2334831485299247e-07,1.031324205336228e-08,0.50277082,-98.99445836,8.043843887032218e-07,8.146976307565841e-07,107.663848,115.327696,6.019599999999997e-08,29.563952720433885,0.909668074,0.4626517999999997,0.909668074,0.49033192599999986,0,50,2,5,0,3,2,8,8,5n,1,4n,8,25,50V_2A_25C
6.280045189387372e-07,2.290818705578671e-07,1.5456816815583386e-08,3.13323132,-93.73353735999999,8.570863894966043e-07,8.725432063121877e-07,102.66786,105.33572,6.441083000000008e-08,34.37991180040737,-1.19493664,-1.538765653,-1.19493664,2.5949366400000002,0,50,2,5,-2,3,2,8,8,5n,1,4n,8,25,50V_2A_25C
3.8043923107225355e-07,2.7571070622263715e-07,9.294230702181564e-08,11.5411628,-76.9176744,6.561499372948906e-07,7.490922443167062e-07,82.3625597,64.72511940000001,6.110500000000007e-08,23.468615307345118,1.73743932,1.0286158999999984,1.73743932,-0.3374393200000001,1,50,2,5,0,3,2,8,8,10n,0,4n,8,25,50V_2A_25C
6.368176951551631e-07,2.1468589023744667e-07,2.051802271864224e-07,30.2277446,-39.5445108,8.515035853926097e-07,1.056683812579032e-06,65.3682285,30.736457,4.8905e-08,15.307407747249576,-1.1220822739999998,-1.1220822739999998,-1.14118499,2.5220822739999997,0,50,2,5,-2,3,2,8,8,10n,0,4n,8,25,50V_2A_25C
3.7568193670440056e-07,2.1462321234148306e-07,1.6015120411866202e-07,25.9864895,-48.027021,5.903051490458836e-07,7.504563531645456e-07,69.8662758,39.732551599999994,5.2998470000000126e-08,17.30814225564858,0.39226520000000065,0.39226520000000065,0.209921967,1.0077347999999993,0,50,2,5,0,3,2,8,8,10n,1,4n,8,25,50V_2A_25C
6.440289713925978e-07,2.1274683752661074e-07,2.0791031928196798e-07,30.5399459,-38.9201082,8.567758089192085e-07,1.0646861282011765e-06,64.6844052,29.3688104,4.8805070000000035e-08,15.109640974998712,-1.524028714,-1.524028714,-1.85763781,2.924028714,0,50,2,5,-2,3,2,8,8,10n,1,4n,8,25,50V_2A_25C
3.816248000149829e-07,2.138223249573626e-07,2.400879708887305e-07,42.6480053,-14.703989399999998,5.954471249723454e-07,8.355350958610759e-07,54.9220964,9.844192800000002,2.976257000000008e-08,12.542528437383847,1.0319246,1.0319246,0.427955498,0.36807539999999994,0,50,2,5,0,3,2,8,8,15n,0,4n,8,25,50V_2A_25C
6.451644025738817e-07,2.1228420011118007e-07,2.9324793718186373e-07,52.7221885,5.444377000000003,8.574486026850618e-07,1.1506965398669256e-06,53.0440491,6.088098200000004,1.6054910000000064e-08,12.690311287035446,-1.116985251,-1.116985251,-1.84588336,2.516985251,0,50,2,5,-2,3,2,8,8,15n,0,4n,8,25,50V_2A_25C
3.813673023535453e-07,2.111630351997594e-07,2.5269285917258134e-07,51.0793109,2.158621800000006,5.925303375533047e-07,8.45223196725886e-07,52.4355729,4.871145799999994,1.377305000000005e-08,12.764364203453956,0.40027660000000154,0.40027660000000154,0.0118309032,0.9997233999999984,0,50,2,5,0,3,2,8,8,15n,1,4n,8,25,50V_2A_25C
6.465452482573191e-07,2.1031348607232327e-07,2.9257137256795955e-07,53.0754477,6.150895399999996,8.568587343296424e-07,1.149430106897602e-06,53.3097046,6.619409200000007,1.605487000000013e-08,12.712109842345471,-1.524399056,-1.524399056,-1.99007557,2.924399056,0,50,2,5,-2,3,2,8,8,15n,1,4n,8,25,50V_2A_25C
3.854944628391194e-07,2.1448193916238354e-07,2.596919181043399e-07,53.0411136,6.0822272000000055,5.99976402001503e-07,8.596683201058429e-07,53.0411136,6.0822272000000055,2.5647200000000135e-08,12.471767977920134,1.028058699999999,1.028058699999999,0.0125939506,0.3719413000000009,0,50,2,5,0,3,2,8,8,25n,0,4n,8,25,50V_2A_25C
6.430683456455689e-07,2.091556462151273e-07,2.942514517434581e-07,55.3337462,10.6674924,8.522239918606962e-07,1.1464754436041542e-06,55.3337462,10.6674924,3.012174000000002e-08,12.898026222883484,-1.117083669,-1.117083669,-1.98002307,2.517083669,0,50,2,5,-2,3,2,8,8,25n,0,4n,8,25,50V_2A_25C
3.8581802199307373e-07,2.095758710781307e-07,2.4940022772882095e-07,53.2567055,6.513411000000006,5.953938930712044e-07,8.447941208000254e-07,53.2567055,6.513411000000006,2.503500000000009e-08,12.938957736026133,0.4213989999999974,0.4213989999999974,0.0046432239,0.9786010000000025,0,50,2,5,0,3,2,8,8,25n,1,4n,8,25,50V_2A_25C
6.425554656823468e-07,2.0719096424528078e-07,2.936734849166248e-07,55.4477014,10.8954028,8.497464299276276e-07,1.1434199148442523e-06,55.4477014,10.8954028,3.011996999999995e-08,12.909170037804524,-1.525307171,-1.525307171,-1.98697693,2.925307171,0,50,2,5,-2,3,2,8,8,25n,1,4n,8,25,50V_2A_25C
3.8417217160870923e-07,2.1680322405871606e-07,2.5369273572673925e-07,53.0411136,6.0822272000000055,6.009753956674253e-07,8.546681313941645e-07,53.0411136,6.0822272000000055,3.5134650000000004e-08,12.123152738545382,1.0306327999999993,1.0306327999999993,0.00892815059,0.36936720000000056,0,50,2,5,0,3,2,8,8,35n,0,4n,8,25,50V_2A_25C
6.443414645652325e-07,2.155513929488704e-07,2.834750155836714e-07,55.3337462,10.6674924,8.598928575141029e-07,1.1433678730977742e-06,55.3337462,10.6674924,4.006108000000011e-08,12.368836600703291,-1.116142021,-1.116142021,-1.97759704,2.516142021,0,50,2,5,-2,3,2,8,8,35n,0,4n,8,25,50V_2A_25C
3.8254096755706027e-07,2.119363400685849e-07,2.4381127641711e-07,53.2567055,6.513411000000006,5.944773076256451e-07,8.382885840427551e-07,53.2567055,6.513411000000006,3.556199000000011e-08,12.656465502873564,0.4070487999999983,0.4070487999999983,0.00556038861,0.9929512000000016,0,50,2,5,0,3,2,8,8,35n,1,4n,8,25,50V_2A_25C
6.443476490441918e-07,2.1367203983302712e-07,2.829914765427849e-07,55.4477014,10.8954028,8.580196888772189e-07,1.1410111654200037e-06,55.4477014,10.8954028,4.011050000000002e-08,12.388428417860364,-1.5247409319999998,-1.5247409319999998,-1.9889148,2.9247409319999997,0,50,2,5,-2,3,2,8,8,35n,1,4n,8,25,50V_2A_25C
2.07496886577986e-06,2.2403897034804339e-07,6.289154004243265e-08,11.0984789,-77.8030422,2.2990078361279032e-06,2.361899376170336e-06,87.2954353,74.59087059999999,6.010502000000007e-08,23.541531178733507,4.381101000000001,4.381101000000001,0.668547156,-2.981101000000001,1,50,2,5,0,3,8,8,1,5n,0,4n,8,25,50V_2A_25C
5.901825802184117e-07,2.1996958551173104e-07,7.949824674409297e-08,14.3494682,-71.30106359999999,8.101521657301427e-07,8.896504124742357e-07,82.1690831,64.33816619999999,5.6168190000000005e-08,20.310146332604848,3.6113801000000016,3.6113801000000016,-1.39874245,-2.2113801000000017,1,50,2,5,-2,3,8,8,1,5n,0,4n,8,25,50V_2A_25C
3.6793919610888084e-07,2.3836548721041643e-07,6.36063972354767e-08,11.0969666,-77.8060668,6.063046833192973e-07,6.69911080554774e-07,87.2658208,74.5316416,5.999125000000008e-08,22.917065621002834,1.3476889000000014,1.3476889000000014,0.278047409,0.0523110999999985,0,50,2,5,0,3,8,8,1,5n,1,4n,8,25,50V_2A_25C
4.4047526263188425e-07,2.2009034669855765e-07,8.100601612145334e-08,14.3486614,-71.3026772,6.605656093304419e-07,7.415716254518953e-07,82.1737877,64.34757540000001,5.616800999999999e-08,20.328640765398365,-0.32474969999999814,-0.32474969999999814,-1.74926948,1.724749699999998,0,50,2,5,-2,3,8,8,1,5n,1,4n,8,25,50V_2A_25C
7.894658517756423e-07,2.1150175630362147e-07,1.9172249986603638e-07,42.0382799,-15.923440200000002,1.0009676080792637e-06,1.1926901079453e-06,55.1010337,10.202067400000004,2.485504000000014e-08,11.818073909821603,3.847945300000001,3.847945300000001,0.127147808,-2.447945300000001,1,50,2,5,0,3,8,8,1,10n,0,4n,8,25,50V_2A_25C
4.573145469834021e-07,2.0922649099692067e-07,2.02701826901482e-07,45.0503145,-9.899371000000002,6.665410379803228e-07,8.692428648818047e-07,53.4367783,6.873556600000001,1.68550200000001e-08,11.109146406285365,1.5998502999999982,1.5998502999999982,-1.91724556,-0.19985029999999826,1,50,2,5,-2,3,8,8,1,10n,0,4n,8,25,50V_2A_25C
3.8382402369708206e-07,2.1163629817065043e-07,2.0865776070686254e-07,41.9645387,-16.070922600000003,5.954603218677325e-07,8.041180825745951e-07,55.3021123,10.604224599999995,2.8613830000000013e-08,11.848557775126906,0.5277667999999984,0.5277667999999984,0.0523819621,0.8722332000000015,0,50,2,5,0,3,8,8,1,10n,1,4n,8,25,50V_2A_25C
6.564343449955745e-07,2.0922367517430025e-07,2.2426239166147102e-07,44.9836439,-10.032712200000006,8.656580201698748e-07,1.0899204118313459e-06,53.4880359,6.9760718,1.6806450000000096e-08,11.114219323199794,-1.393740458,-1.393740458,-1.96775824,2.793740458,0,50,2,5,-2,3,8,8,1,10n,1,4n,8,25,50V_2A_25C
5.258179426994266e-07,2.1097276530948703e-07,2.014629622822171e-07,53.1001407,6.200281399999994,7.367907080089137e-07,9.382536702911308e-07,53.1062114,6.2124228,1.615218000000012e-08,11.77991980980832,3.375119099999999,3.375119099999999,0.0103264923,-1.9751190999999992,1,50,2,5,0,3,8,8,1,15n,0,4n,8,25,50V_2A_25C
5.935373195680473e-07,2.0973114102782646e-07,2.2423772900700366e-07,53.419505,6.839010000000002,8.032684605958737e-07,1.0275061896028774e-06,53.7350134,7.470026799999999,2.048216000000014e-08,11.382412197710776,1.1614515000000019,1.1614515000000019,-1.98279399,0.23854849999999805,0,50,2,5,-2,3,8,8,1,15n,0,4n,8,25,50V_2A_25C
3.90646313319627e-07,2.1048061593313157e-07,2.338324748981865e-07,52.9281039,5.856207800000006,6.011269292527586e-07,8.34959404150945e-07,52.9281039,5.856207800000006,1.552324000000013e-08,11.721894518110608,0.5628565999999999,0.5628565999999999,0.00537005301,0.8371434,0,50,2,5,0,3,8,8,1,15n,1,4n,8,25,50V_2A_25C
6.4713879462354e-07,2.09665783615239e-07,2.573937086382317e-07,53.3627568,6.725513599999999,8.568045782387791e-07,1.114198286877011e-06,53.6778963,7.355792600000001,2.037627999999998e-08,11.365935633405902,-1.396413105,-1.396413105,-1.98927162,2.796413105,0,50,2,5,-2,3,8,8,1,15n,1,4n,8,25,50V_2A_25C
5.291211913994027e-07,2.0910466249718545e-07,1.7371361643558463e-07,54.5937979,9.187595799999997,7.382258538965881e-07,9.119394703321728e-07,54.5937979,9.187595799999997,2.5615099999999947e-08,11.867860176966115,3.287162500000001,3.287162500000001,0.00969523427,-1.887162500000001,1,50,2,5,0,3,8,8,1,25n,0,4n,8,25,50V_2A_25C
5.989395216836408e-07,2.0599015843264283e-07,2.0379311532052227e-07,56.1793391,12.3586782,8.049296801162836e-07,1.008722795436806e-06,56.1793391,12.3586782,3.005309000000002e-08,11.37506241985079,1.2974807999999989,1.2974807999999989,-1.98336301,0.10251920000000103,0,50,2,5,-2,3,8,8,1,25n,0,4n,8,25,50V_2A_25C
3.815215793152433e-07,2.0932811780022073e-07,2.276791343909829e-07,52.9539908,5.907981599999999,5.90849697115464e-07,8.185288315064469e-07,52.9539908,5.907981599999999,2.5219110000000064e-08,11.74232783015329,0.5433640000000004,0.5433640000000004,0.00373270522,0.8566359999999995,0,50,2,5,0,3,8,8,1,25n,1,4n,8,25,50V_2A_25C
6.437045319743495e-07,2.0612398569020967e-07,2.496394626679732e-07,55.0326512,10.065302399999993,8.498285176645592e-07,1.0994679803325323e-06,55.0326512,10.065302399999993,2.9925690000000145e-08,11.35860152851602,-1.396523655,-1.396523655,-1.99054808,2.7965236549999997,0,50,2,5,-2,3,8,8,1,25n,1,4n,8,25,50V_2A_25C
5.291086223869161e-07,2.11515938530529e-07,1.6778656308614812e-07,54.5937979,9.187595799999997,7.40624560917445e-07,9.084111240035931e-07,54.5937979,9.187595799999997,3.516668000000015e-08,11.648736120972677,3.2885150000000003,3.2885150000000003,0.0074631615,-1.8885150000000004,1,50,2,5,0,3,8,8,1,35n,0,4n,8,25,50V_2A_25C
5.963132843646972e-07,2.127528116835607e-07,1.9776730240859491e-07,56.1793391,12.3586782,8.090660960482579e-07,1.0068333984568528e-06,56.1793391,12.3586782,4.016137000000011e-08,10.97537136420685,1.2933675000000022,1.2933675000000022,-1.98145744,0.10663249999999769,0,50,2,5,-2,3,8,8,1,35n,0,4n,8,25,50V_2A_25C
3.8703313228075084e-07,2.1164491230193478e-07,2.2180151346072774e-07,52.9539908,5.907981599999999,5.986780445826857e-07,8.204795580434134e-07,52.9539908,5.907981599999999,3.5537110000000064e-08,11.544022433689241,0.5545054,0.5545054,0.00495430115,0.8454945999999999,0,50,2,5,0,3,8,8,1,35n,1,4n,8,25,50V_2A_25C
6.446444743614567e-07,2.1267827633618382e-07,2.3840019177890397e-07,55.0326512,10.065302399999993,8.573227506976406e-07,1.0957229424765445e-06,55.0326512,10.065302399999993,4.0159570000000144e-08,10.996434646926032,-1.397075264,-1.397075264,-1.98952074,2.797075264,0,50,2,5,-2,3,8,8,1,35n,1,4n,8,25,50V_2A_25C
3.976881843387684e-07,2.2402379813530944e-07,6.517911160858815e-08,11.0938439,-77.81231220000001,6.217119824740778e-07,6.86891094082666e-07,87.3057138,74.61142760000001,6.005501000000013e-08,23.55289519225708,1.6533125999999996,1.6533125999999996,0.668338079,-0.25331259999999967,1,50,2,5,0,3,8,8,4,5n,0,4n,8,25,50V_2A_25C
5.780175561152133e-07,2.1996700930431584e-07,8.761986390175168e-08,14.3454121,-71.30917579999999,7.979845654195291e-07,8.856044293212808e-07,82.2142066,64.4284132,5.616793000000012e-08,20.337161517069315,-0.919495517,-0.919495517,-1.39828194,2.319495517,0,50,2,5,-2,3,8,8,4,5n,0,4n,8,25,50V_2A_25C
4.226723328777354e-07,2.385649904795637e-07,6.52617812850673e-08,11.0969275,-77.806145,6.612373233572991e-07,7.264991046423665e-07,87.2559918,74.51198360000001,6.001038000000002e-08,22.914402248996875,0.4696095999999983,0.4696095999999983,0.277900327,0.9303904000000016,0,50,2,5,0,3,8,8,4,5n,1,4n,8,25,50V_2A_25C
5.777207008625876e-07,2.200895633235416e-07,8.755687431961761e-08,14.3484459,-71.3031082,7.978102641861291e-07,8.853671385057467e-07,82.1744374,64.3488748,5.6168040000000096e-08,20.328746387179272,-1.511885302,-1.511885302,-1.74927809,2.911885302,0,50,2,5,-2,3,8,8,4,5n,1,4n,8,25,50V_2A_25C
3.802847361339082e-07,2.1163998624876784e-07,2.1258988031877433e-07,41.9938293,-16.012341399999997,5.91924722382676e-07,8.045146027014503e-07,55.2368459,10.473691799999997,2.8560260000000082e-08,11.837815877442313,1.7895424999999996,1.7895424999999996,0.128713824,-0.3895424999999997,1,50,2,5,0,3,8,8,4,10n,0,4n,8,25,50V_2A_25C
6.526934261353833e-07,2.0926135766987136e-07,2.4133175525267434e-07,45.0082299,-9.983540199999993,8.619547838052547e-07,1.103286539057929e-06,53.473157,6.946314000000001,1.68550200000001e-08,11.112061603318578,-0.6017079999999986,-0.6017079999999986,-1.91641302,2.0017079999999985,0,50,2,5,-2,3,8,8,4,10n,0,4n,8,25,50V_2A_25C
3.898177057489667e-07,2.116404191718788e-07,2.1290851093358247e-07,41.9632574,-16.073485199999993,6.014581249208455e-07,8.143666358544279e-07,55.3059344,10.611868799999998,2.8614100000000145e-08,11.84912044435068,0.5012316000000006,0.5012316000000006,0.0523767459,0.8987683999999994,0,50,2,5,0,3,8,8,4,10n,1,4n,8,25,50V_2A_25C
6.406985122831983e-07,2.0922442099171288e-07,2.409420531489809e-07,44.982791,-10.034418000000002,8.499229332749112e-07,1.090864986423892e-06,53.4886397,6.9772794,1.680654e-08,11.114286493636559,-1.459832806,-1.459832806,-1.96776233,2.859832806,0,50,2,5,-2,3,8,8,4,10n,1,4n,8,25,50V_2A_25C
3.8234611960724097e-07,2.092512939161278e-07,2.2942566636514718e-07,53.404078,6.808155999999997,5.915974135233688e-07,8.21023079888516e-07,53.404078,6.808155999999997,2.5525039999999998e-08,11.784158762213156,1.7824850000000012,1.7824850000000012,0.00925013767,-0.3824850000000013,1,50,2,5,0,3,8,8,4,25n,0,4n,8,25,50V_2A_25C
6.383318731415607e-07,2.062604057574694e-07,2.6548544793987266e-07,55.4470093,10.894018599999995,8.4459227889903e-07,1.1100777268389028e-06,55.4470093,10.894018599999995,2.6280239999999965e-08,11.36566283010295,-0.6386789999999998,-0.6386789999999998,-1.98515111,2.0386789999999997,0,50,2,5,-2,3,8,8,4,25n,0,4n,8,25,50V_2A_25C
3.835673180327194e-07,2.093277868094167e-07,2.3267090847254257e-07,52.9652194,5.930438800000004,5.928951048421361e-07,8.255660133146787e-07,52.9652194,5.930438800000004,2.5115260000000067e-08,11.739807701958727,0.47777750000000196,0.47777750000000196,0.0037319856,0.922222499999998,0,50,2,5,0,3,8,8,4,25n,1,4n,8,25,50V_2A_25C
6.434165613567439e-07,2.0611609738647514e-07,2.6626002654217297e-07,55.0148373,10.029674600000007,8.495326587432191e-07,1.115792685285392e-06,55.0148373,10.029674600000007,2.9926780000000076e-08,11.358332477753365,-1.4588057829999999,-1.4588057829999999,-1.99052908,2.8588057829999998,0,50,2,5,-2,3,8,8,4,25n,1,4n,8,25,50V_2A_25C
3.8048784389289036e-07,2.108058776127578e-07,2.3755142710752013e-07,53.0015609,6.003121800000002,5.912937215056481e-07,8.288451486131683e-07,53.0043937,6.008787400000004,1.581202000000011e-08,11.746752335926463,1.7832504999999976,1.7832504999999976,0.00960059864,-0.3832504999999977,1,50,2,5,0,3,8,8,4,15n,0,4n,8,25,50V_2A_25C
6.350888147007376e-07,2.0971928738219774e-07,2.7596088258362747e-07,53.3776056,6.755211200000006,8.448081020829353e-07,1.120768984666563e-06,53.6981527,7.396305400000004,2.038414999999994e-08,11.369500132766671,-0.6409465999999995,-0.6409465999999995,-1.98301665,2.0409465999999994,0,50,2,5,-2,3,8,8,4,15n,0,4n,8,25,50V_2A_25C
3.853053569454902e-07,2.1046065912178468e-07,2.3837242416659242e-07,52.9227677,5.845535400000004,5.957660160672749e-07,8.341384402338674e-07,52.9227677,5.845535400000004,1.5522729999999973e-08,11.720055735618516,0.4859895999999999,0.4859895999999999,0.00530802619,0.9140104,0,50,2,5,0,3,8,8,4,15n,1,4n,8,25,50V_2A_25C
6.451491556920262e-07,2.0966534524661065e-07,2.7462526595109295e-07,53.361092,6.722183999999999,8.548145009386368e-07,1.1294397668897297e-06,53.6767197,7.3534394,2.037653000000004e-08,11.365718266934197,-1.458142896,-1.458142896,-1.9892697,2.858142896,0,50,2,5,-2,3,8,8,4,15n,1,4n,8,25,50V_2A_25C
3.8092052216442713e-07,2.11661118003237e-07,2.233671441936356e-07,53.404078,6.808155999999997,5.925816401676642e-07,8.159487843612998e-07,53.404078,6.808155999999997,3.52567400000001e-08,11.575694927409685,1.7824208999999982,1.7824208999999982,0.00785678102,-0.3824208999999983,1,50,2,5,0,3,8,8,4,35n,0,4n,8,25,50V_2A_25C
6.384007029598987e-07,2.1276252880903226e-07,2.545819237084497e-07,55.4470093,10.894018599999995,8.511632317689309e-07,1.1057451554773806e-06,55.4470093,10.894018599999995,4.016015000000013e-08,11.005962143475394,-0.6388642000000004,-0.6388642000000004,-1.98142734,2.0388642000000003,0,50,2,5,-2,3,8,8,4,35n,0,4n,8,25,50V_2A_25C
3.847321872816452e-07,2.1167111439270613e-07,2.266237749300649e-07,52.9652194,5.930438800000004,5.964033016743513e-07,8.230270766044162e-07,52.9652194,5.930438800000004,3.553346999999999e-08,11.543342642870812,0.4817871999999994,0.4817871999999994,0.00498438708,0.9182128000000005,0,50,2,5,0,3,8,8,4,35n,1,4n,8,25,50V_2A_25C
6.444720545914219e-07,2.1267418893735759e-07,2.553900549916455e-07,55.0148373,10.029674600000007,8.571462435287795e-07,1.112536298520425e-06,55.0148373,10.029674600000007,4.0159490000000066e-08,10.995687120889317,-1.4589391950000001,-1.4589391950000001,-1.98950688,2.858939195,0,50,2,5,-2,3,8,8,4,35n,1,4n,8,25,50V_2A_25C
3.966418210165111e-07,2.240287993213132e-07,7.033197605651323e-08,11.0866742,-77.8266516,6.206706203378243e-07,6.910025963943375e-07,87.3140503,74.62810060000001,6.00550000000001e-08,23.561898888007754,1.0690570000000008,1.0690570000000008,0.668227562,0.3309429999999991,0,50,2,5,0,3,8,8,8,5n,0,4n,8,25,50V_2A_25C
6.314807336514196e-07,2.1995977238240582e-07,9.198970130895853e-08,14.3432709,-71.3134582,8.514405060338254e-07,9.434302073427839e-07,82.2173085,64.434617,5.6167970000000054e-08,20.339794236477267,-1.137605699,-1.137605699,-1.3983903,2.537605699,0,50,2,5,-2,3,8,8,8,5n,0,4n,8,25,50V_2A_25C
3.8079762154902867e-07,2.386015470427878e-07,7.026764983050101e-08,11.0969017,-77.80619659999999,6.193991685918165e-07,6.896668184223176e-07,87.2326373,74.46527459999999,6.000087000000004e-08,22.914342111660936,0.46234480000000033,0.46234480000000033,0.278013961,0.9376551999999996,0,50,2,5,0,3,8,8,8,5n,1,4n,8,25,50V_2A_25C
6.279945799866847e-07,2.2008810453707226e-07,9.193889751727898e-08,14.3482392,-71.3035216,8.48082684523757e-07,9.400215820410359e-07,82.1749702,64.34994040000001,5.616806999999999e-08,20.32878244317082,-1.538757152,-1.538757152,-1.74928638,2.938757152,0,50,2,5,-2,3,8,8,8,5n,1,4n,8,25,50V_2A_25C
